ticker,founding_year,num_rounds,last_round_type,total_funding_usd,has_crunchbase,source
ANTX,2017.0,2.0,Series B,80000000.0,0,edgar_s1
LCFY,,,,,0,edgar_s1
AKAN,,,,,0,edgar_s1
FGMC,,,,,0,edgar_s1
ONCO,2018.0,4.0,Series E,1710000.0,0,edgar_s1
HTCR,,1.0,Series A,,0,edgar_s1
SKYX,,1.0,Series A,1200000.0,0,edgar_s1
ACLX,2014.0,3.0,Series C,19300000.0,0,edgar_s1
NVCT,2020.0,,,3000000.0,0,edgar_s1
MTEK,2008.0,,,,0,edgar_s1
CRDO,2008.0,2.0,Series D,13500000.0,0,edgar_s1
KSCP,2013.0,2.0,Series B,,0,edgar_s1
FGI,,,,,0,edgar_s1
TKLF,,,,,0,edgar_s1
TPG,1992.0,,,109000000000.0,0,edgar_s1
AMLX,,1.0,Series B,,0,edgar_s1
HOUR,2013.0,,,,0,edgar_s1
LGCB,,,,,0,edgar_s1
ZKH,,5.0,Series F,,0,edgar_s1
INHD,,,,,0,edgar_s1
AFJK,,,,,0,edgar_s1
GSIW,,,,,0,edgar_s1
FEBO,,,,,0,edgar_s1
ELAB,,,,,0,edgar_s1
DDC,,,,,0,edgar_s1
RR,,,,50000000.0,0,edgar_s1
SGN,,,,,0,edgar_s1
SHIM,1990.0,,,,0,edgar_s1
HG,2001.0,,,415000000.0,0,edgar_s1
GVH,2016.0,,,,0,edgar_s1
LXEO,,,,,0,edgar_s1
PAPL,,,,,0,edgar_s1
ATGL,,,,,0,edgar_s1
MNR,2015.0,,,,0,edgar_s1
NCL,,1.0,Series A,,0,edgar_s1
WBUY,,,,,0,edgar_s1
BIRK,,,,,0,edgar_s1
GMM,,,,,0,edgar_s1
LRHC,,2.0,Series B,,0,edgar_s1
MSS,,,,4000000.0,0,edgar_s1
ANL,2008.0,4.0,Series D,,0,edgar_s1
SYRA,,,,,0,edgar_s1
VSME,,,,,0,edgar_s1
LRE,,,,,0,edgar_s1
TURB,,,,,0,edgar_s1
MDBH,1997.0,,,8000000.0,0,edgar_s1
KVYO,2012.0,,,16200000.0,0,edgar_s1
CART,2012.0,1.0,Series A,143000000.0,0,edgar_s1
DTCK,,,,,0,edgar_s1
NMRA,2019.0,1.0,Series B,720000000.0,0,edgar_s1
ARM,2018.0,2.0,Series B,,0,edgar_s1
SPPL,2016.0,,,,0,edgar_s1
NWGL,2016.0,,,,0,edgar_s1
NRXS,2011.0,1.0,Series A,,0,edgar_s1
MIRA,,,,,0,edgar_s1
CTNT,,,,,0,edgar_s1
PRZO,2017.0,,,,0,edgar_s1
SRFM,2021.0,,,49000000.0,0,edgar_s1
ODD,,,,,0,edgar_s1
APGE,,2.0,Series B,20000000.0,0,edgar_s1
SGMT,,,,,0,edgar_s1
SXTP,,1.0,Series A,,0,edgar_s1
INTS,,,,,0,edgar_s1
VTMX,1996.0,,,,0,edgar_s1
FIHL,,,,,0,edgar_s1
KGS,,,,,0,edgar_s1
SVV,,,,21700000.0,0,edgar_s1
GENK,2011.0,,,29500000.0,0,edgar_s1
AZTR,,,,20000000.0,0,edgar_s1
BOF,,,,,0,edgar_s1
CAVA,2009.0,6.0,Series F,,0,edgar_s1
ATMU,2022.0,,,24200000.0,0,edgar_s1
CWD,,2.0,Series B,25000000.0,0,edgar_s1
KVUE,2022.0,,,,0,edgar_s1
TRNR,,3.0,Series C,,0,edgar_s1
JYD,,,,,0,edgar_s1
UCAR,,,,,0,edgar_s1
USGO,,,,,0,edgar_s1
TPET,,,,,0,edgar_s1
WAI,,,,,0,edgar_s1
GDTC,,,,,0,edgar_s1
VCIG,,,,,0,edgar_s1
GDHG,,,,,0,edgar_s1
ARBB,,,,,0,edgar_s1
ISPR,,,,,0,edgar_s1
MGIH,,,,,0,edgar_s1
MWG,,,,,0,edgar_s1
HSHP,2021.0,,,2700000.0,0,edgar_s1
SFWL,,,,,0,edgar_s1
CHSN,,,,,0,edgar_s1
HLP,2021.0,,,,0,edgar_s1
TBMC,,,,,0,edgar_s1
ZJYL,,,,760000.0,0,edgar_s1
BANL,2015.0,,,,0,edgar_s1
MGRX,,,,,0,edgar_s1
OMH,,,,,0,edgar_s1
ICG,,,,,0,edgar_s1
IZM,,,,,0,edgar_s1
AIXI,2001.0,,,,0,edgar_s1
BMR,,,,,0,edgar_s1
GXAI,,,,,0,edgar_s1
BFRG,2020.0,1.0,Series A,10000000.0,0,edgar_s1
ENLT,2008.0,,,1200000000.0,0,edgar_s1
MLYS,2019.0,2.0,Series B,,0,edgar_s1
HSAI,,,,,0,edgar_s1
NXT,,,,,0,edgar_s1
LICN,,,,,0,edgar_s1
ASST,,1.0,Series A,,0,edgar_s1
GPCR,,1.0,Series B,,0,edgar_s1
TXO,,,,139700000.0,0,edgar_s1
GNLX,2001.0,,,,0,edgar_s1
CVKD,,,,,0,edgar_s1
SKWD,2006.0,1.0,Series A,,0,edgar_s1
ONEG,2021.0,,,,0,edgar_s1
HIT,2021.0,1.0,Series A,,0,edgar_s1
YAAS,,,,,0,edgar_s1
LSE,2024.0,,,,0,edgar_s1
NCEW,,,,,0,edgar_s1
YSXT,,,,,0,edgar_s1
AVR,,,,,0,edgar_s1
NTCL,,,,,0,edgar_s1
TTAN,2007.0,6.0,Series F,5600000.0,0,edgar_s1
NAMI,,3.0,Series C,,0,edgar_s1
LNKS,,,,,0,edgar_s1
JUNS,,,,,0,edgar_s1
BRIA,,,,,0,edgar_s1
GRO,,,,,0,edgar_s1
PONY,2016.0,4.0,Series D,,0,edgar_s1
VENU,2017.0,2.0,Series B,,0,edgar_s1
CGTL,2016.0,,,,0,edgar_s1
WYHG,2009.0,,,,0,edgar_s1
IPST,,2.0,Series B,,0,edgar_s1
MSW,2012.0,,,,0,edgar_s1
ETHM,2021.0,,,,0,edgar_s1
NOEM,2016.0,,,,0,edgar_s1
PLRZ,2005.0,,,,0,edgar_s1
SEPN,2019.0,1.0,Series A,100000000.0,0,edgar_s1
WRD,,,,,0,edgar_s1
INGM,1995.0,,,,0,edgar_s1
FGL,,,,,0,edgar_s1
LBGJ,,,,,0,edgar_s1
ROLR,2021.0,,,,0,edgar_s1
ALDF,2006.0,,,,0,edgar_s1
HUHU,,,,,0,edgar_s1
ORIS,,,,,0,edgar_s1
SPHL,,,,,0,edgar_s1
PTLE,,,,,0,edgar_s1
SFHG,,,,,0,edgar_s1
CAMP,2015.0,1.0,Series B,190000.0,0,edgar_s1
CBLL,2007.0,3.0,Series C,1000000.0,0,edgar_s1
UPB,2021.0,2.0,Series B,,0,edgar_s1
CLIK,,,,,0,edgar_s1
KLC,,,,35100000.0,0,edgar_s1
SKK,2013.0,,,,0,edgar_s1
CBNA,,,,10500000.0,0,edgar_s1
FLX,2014.0,3.0,Series C,,0,edgar_s1
SARO,,,,,0,edgar_s1
WCT,,,,,0,edgar_s1
HTLM,2024.0,,,,0,edgar_s1
ZJK,,,,,0,edgar_s1
BIOA,2015.0,4.0,Series D,293800000.0,0,edgar_s1
BKV,,1.0,Series A,100000.0,0,edgar_s1
GRDN,,,,,0,edgar_s1
IBG,,,,,0,edgar_s1
LGCY,,,,,0,edgar_s1
GLE,,,,,0,edgar_s1
KAPA,,,,30000000.0,0,edgar_s1
BCAX,2018.0,2.0,Series C,353000000.0,0,edgar_s1
MBX,,2.0,Series C,,0,edgar_s1
ZBIO,2019.0,3.0,Series C,58000000.0,0,edgar_s1
GLXG,,,,,0,edgar_s1
TDTH,,,,,0,edgar_s1
XCH,2018.0,,,,0,edgar_s1
VCIC,,,,200000000.0,0,edgar_s1
PMAX,2019.0,,,40000000.0,0,edgar_s1
GIG,2023.0,,,,0,edgar_s1
AZI,,,,,0,edgar_s1
SPAI,,1.0,Series C,,0,edgar_s1
JBDI,,,,,0,edgar_s1
RITR,2022.0,,,,0,edgar_s1
WOK,,,,,0,edgar_s1
SBXD,,,,2000000.0,0,edgar_s1
YXT,,5.0,Series E,,0,edgar_s1
ACTU,,,,,0,edgar_s1
OSTX,,1.0,Series A,,0,edgar_s1
NIPG,2014.0,,,,0,edgar_s1
CON,,,,,0,edgar_s1
ORKT,,,,,0,edgar_s1
OS,,,,,0,edgar_s1
ARTV,2019.0,2.0,Series B,,0,edgar_s1
QMMM,,,,,0,edgar_s1
ARDT,1998.0,,,22900000.0,0,edgar_s1
TWFG,2000.0,,,,0,edgar_s1
ICON,2014.0,2.0,Series B,,0,edgar_s1
EHGO,,,,,0,edgar_s1
ALMS,2010.0,3.0,Series C,120000000.0,0,edgar_s1
LB,,,,,0,edgar_s1
LSH,,,,,0,edgar_s1
TBN,2009.0,,,1200000000.0,0,edgar_s1
WBTN,2016.0,,,,0,edgar_s1
GRAF,,,,,0,edgar_s1
RECT,,,,,0,edgar_s1
CUB,2010.0,,,230000000.0,0,edgar_s1
TEM,,,,700000.0,0,edgar_s1
PCSC,,,,,0,edgar_s1
RAPP,2022.0,2.0,Series B,,0,edgar_s1
WAY,,,,839000000000.0,0,edgar_s1
FLYE,2018.0,,,,0,edgar_s1
GAUZ,2018.0,3.0,Series D,1000000.0,0,edgar_s1
HDL,,,,,0,edgar_s1
JDZG,,,,,0,edgar_s1
RAY,,,,,0,edgar_s1
BTOC,,,,,0,edgar_s1
PAL,2023.0,1.0,Series A,3200000.0,0,edgar_s1
SVCO,2009.0,,,1000000.0,0,edgar_s1
NNE,2019.0,,,,0,edgar_s1
CCIX,2012.0,,,250000000.0,0,edgar_s1
VIK,1997.0,,,19000000.0,0,edgar_s1
ZONE,2014.0,,,,0,edgar_s1
LOAR,,,,,0,edgar_s1
MRX,2005.0,,,475000000.0,0,edgar_s1
RBRK,2013.0,5.0,Series E,,0,edgar_s1
MFI,2002.0,,,,0,edgar_s1
YYGH,2022.0,,,,0,edgar_s1
TRSG,,,,,0,edgar_s1
CDTG,,,,,0,edgar_s1
CTRI,2023.0,,,,0,edgar_s1
IBTA,2011.0,4.0,Series D,2000000.0,0,edgar_s1
MTEN,,,,,0,edgar_s1
TWG,,,,,0,edgar_s1
MNDR,,,,,0,edgar_s1
CTNM,2017.0,1.0,Series C,,0,edgar_s1
MAMO,,,,7400000.0,0,edgar_s1
ZBAO,,,,15000000.0,0,edgar_s1
BOLD,2018.0,3.0,Series C,253500000.0,0,edgar_s1
MMA,,1.0,Series A,20000000.0,0,edgar_s1
UBXG,,,,,0,edgar_s1
AUNA,2020.0,,,,0,edgar_s1
LOBO,,,,,0,edgar_s1
RDDT,,6.0,Series F,4900000.0,0,edgar_s1
ALAB,2017.0,4.0,Series D,400000000.0,0,edgar_s1
INTJ,,,,,0,edgar_s1
RYDE,,,,,0,edgar_s1
LGCL,,,,,0,edgar_s1
SMXT,2008.0,,,55500000.0,0,edgar_s1
VHAI,1997.0,,,,0,edgar_s1
UMAC,,,,,0,edgar_s1
MGX,2016.0,2.0,Series B,10000000.0,0,edgar_s1
TBBB,,,,,0,edgar_s1
TELO,2006.0,,,5000000.0,0,edgar_s1
KYTX,2018.0,1.0,Series B,3500000.0,0,edgar_s1
PMNT,2012.0,2.0,Series B,,0,edgar_s1
LEGT,1998.0,,,40800000.0,0,edgar_s1
ANRO,2019.0,3.0,Series C,59100000.0,0,edgar_s1
GUTS,2017.0,4.0,Series F,,0,edgar_s1
AS,,,,,0,edgar_s1
FBLG,,2.0,Series C,,0,edgar_s1
AVBP,2018.0,2.0,Series B,765000000.0,0,edgar_s1
BTSG,2017.0,,,62500000.0,0,edgar_s1
HAO,,,,9600000.0,0,edgar_s1
CGON,,,,,0,edgar_s1
YIBO,2011.0,,,,0,edgar_s1
JL,,,,,0,edgar_s1
SUGP,1998.0,,,,0,edgar_s1
KSPI,,,,,0,edgar_s1
CCTG,,,,,0,edgar_s1
SYNX,,,,,0,edgar_s1
SDHC,2001.0,,,3000000.0,0,edgar_s1
ROMA,2018.0,,,,0,edgar_s1
SCPQ,,,,,0,edgar_s1
ANDG,2002.0,,,45500000.0,0,edgar_s1
CCXI,,,,,0,edgar_s1
MDLN,,,,,0,edgar_s1
TWLV,,,,,0,edgar_s1
WLTH,2007.0,,,,0,edgar_s1
LMRI,2018.0,,,400000.0,0,edgar_s1
CDNL,2013.0,,,10900000.0,0,edgar_s1
JMG,2016.0,,,,0,edgar_s1
RGNT,2004.0,3.0,Series C,,0,edgar_s1
SMJF,2021.0,,,,0,edgar_s1
PARK,2023.0,,,,0,edgar_s1
GLOO,2008.0,1.0,Series A,159000000.0,0,edgar_s1
OTH,2012.0,,,,0,edgar_s1
POAS,,,,,0,edgar_s1
AERO,2016.0,,,,0,edgar_s1
BLLN,2016.0,,,400000.0,0,edgar_s1
EVMN,2020.0,3.0,Series C,11000000.0,0,edgar_s1
ELWT,2019.0,1.0,Series B,,0,edgar_s1
XZO,2012.0,1.0,Series A,,0,edgar_s1
BETA,,3.0,Series C,,0,edgar_s1
DNMX,2024.0,,,276000000.0,0,edgar_s1
NAVN,2015.0,3.0,Series C,37800000.0,0,edgar_s1
MPLT,2018.0,4.0,Series D,500000.0,0,edgar_s1
AGCC,,,,,0,edgar_s1
NPT,,,,,0,edgar_s1
AHMA,,,,,0,edgar_s1
BGIN,,,,,0,edgar_s1
MCTA,2011.0,,,,0,edgar_s1
ACCL,,,,,0,edgar_s1
SLGB,,,,,0,edgar_s1
TCGL,2015.0,,,,0,edgar_s1
RPGL,,,,,0,edgar_s1
ALH,,1.0,Series A,300000.0,0,edgar_s1
LFS,2022.0,,,,0,edgar_s1
PXED,,,,,0,edgar_s1
YDDL,,,,91000000000.0,0,edgar_s1
POM,,1.0,Series A,,0,edgar_s1
CCHH,2015.0,,,,0,edgar_s1
CBK,,,,,0,edgar_s1
AGRZ,,,,,0,edgar_s1
NP,,,,,0,edgar_s1
BCSS,,,,,0,edgar_s1
BDCI,,,,,0,edgar_s1
KNRX,,,,,0,edgar_s1
MGN,,,,,0,edgar_s1
PLTS,,,,,0,edgar_s1
PTRN,2013.0,2.0,Series B,,0,edgar_s1
NTSK,2012.0,1.0,Series C,261399999.99999997,0,edgar_s1
STUB,,,,,0,edgar_s1
WBI,,2.0,Series B,2000000.0,0,edgar_s1
CHOW,,,,,0,edgar_s1
BRCB,2025.0,1.0,Series A,,0,edgar_s1
FOFO,1993.0,,,,0,edgar_s1
LGN,,,,247200000.0,0,edgar_s1
VIA,,6.0,Series F,,0,edgar_s1
LBRX,2015.0,3.0,Series C,10000000.0,0,edgar_s1
KLAR,2022.0,,,2600000.0,0,edgar_s1
TLNC,,,,,0,edgar_s1
ZGM,,,,,0,edgar_s1
PMI,,,,,0,edgar_s1
ELOG,,,,,0,edgar_s1
TGHL,,,,,0,edgar_s1
CURX,,1.0,Series A,,0,edgar_s1
CEPF,,,,,0,edgar_s1
ETS,,,,4000000.0,0,edgar_s1
YMT,,4.0,Series D,,0,edgar_s1
NUTR,2023.0,,,,0,edgar_s1
BUUU,2017.0,,,,0,edgar_s1
NSRX,,,,,0,edgar_s1
RYOJ,,,,,0,edgar_s1
BLSH,2020.0,,,,0,edgar_s1
MAGH,2012.0,,,,0,edgar_s1
DKI,,,,,0,edgar_s1
EFTY,2013.0,,,,0,edgar_s1
HTFL,2007.0,2.0,Series F,98300000.0,0,edgar_s1
WYFI,,,,,0,edgar_s1
CTW,2003.0,,,,0,edgar_s1
FIG,2012.0,3.0,Series C,9800000.0,0,edgar_s1
SI,,5.0,Series E,7000000.0,0,edgar_s1
AMBQ,,,,,0,edgar_s1
YMAT,,,,,0,edgar_s1
ARX,2018.0,2.0,Series B,,0,edgar_s1
LHAI,2021.0,,,,0,edgar_s1
MH,1995.0,,,,0,edgar_s1
CARL,2018.0,3.0,Series C,,0,edgar_s1
CRE,2006.0,,,,0,edgar_s1
NIQ,,,,,0,edgar_s1
TDIC,,,,,0,edgar_s1
LAWR,,1.0,Series A,,0,edgar_s1
KMRK,,,,,0,edgar_s1
MGRT,2024.0,,,,0,edgar_s1
BMHL,,,,,0,edgar_s1
DLXY,,,,,0,edgar_s1
ANPA,2016.0,1.0,Series A,,0,edgar_s1
MSGY,2024.0,,,,0,edgar_s1
TLIH,,,,,0,edgar_s1
MAMK,2007.0,,,,0,edgar_s1
CV,2005.0,5.0,Series E,,0,edgar_s1
EMPG,,,,,0,edgar_s1
ORIQ,,,,,0,edgar_s1
GRAN,,,,,0,edgar_s1
CAEP,,,,,0,edgar_s1
JCAP,,,,,0,edgar_s1
JLHL,,,,,0,edgar_s1
FMFC,,,,,0,edgar_s1
HCHL,2019.0,,,,0,edgar_s1
CAI,2020.0,6.0,Series F,167700000.0,0,edgar_s1
EGG,,,,,0,edgar_s1
SLDE,,1.0,Series A,,0,edgar_s1
AIRO,2020.0,,,9900000.0,0,edgar_s1
CHYM,2012.0,,,1300000.0,0,edgar_s1
VNTG,2023.0,,,,0,edgar_s1
ASIC,2023.0,,,94000000.0,0,edgar_s1
VOYG,,,,3600000.0,0,edgar_s1
JEM,2021.0,,,,0,edgar_s1
OMDA,2011.0,2.0,Series D,1400000.0,0,edgar_s1
CRCL,,,,,0,edgar_s1
PTNM,,,,,0,edgar_s1
FTRK,,,,,0,edgar_s1
HNGE,2016.0,1.0,Series E,,0,edgar_s1
MNTN,2009.0,4.0,Series D,27100000000.0,0,edgar_s1
OFAL,,,,,0,edgar_s1
ANTA,,,,800000.0,0,edgar_s1
ETOR,2007.0,,,,0,edgar_s1
OMSE,,,,,0,edgar_s1
APUS,,,,,0,edgar_s1
AII,,,,,0,edgar_s1
CEPT,,,,,0,edgar_s1
CGCT,,,,,0,edgar_s1
GTEN,,,,,0,edgar_s1
SDM,,,,,0,edgar_s1
YB,,1.0,Series B,,0,edgar_s1
PHOE,1990.0,,,,0,edgar_s1
CIGL,2023.0,,,,0,edgar_s1
PFAI,,,,1000000.0,0,edgar_s1
TMDE,,,,,0,edgar_s1
CHA,,2.0,Series B,,0,edgar_s1
EDHL,2021.0,,,,0,edgar_s1
HXHX,,,,,0,edgar_s1
ATHR,,,,,0,edgar_s1
CUPR,2019.0,,,,0,edgar_s1
IOTR,,,,,0,edgar_s1
MB,2024.0,,,,0,edgar_s1
FATN,,,,,0,edgar_s1
RYET,,,,,0,edgar_s1
BLIV,,,,,0,edgar_s1
LHSW,2007.0,,,,0,edgar_s1
ENGS,,1.0,Series A,,0,edgar_s1
WTF,,,,,0,edgar_s1
WXM,,,,,0,edgar_s1
NMAX,,1.0,Series B,,0,edgar_s1
CRWV,1999.0,3.0,Series D,4400000000.0,0,edgar_s1
NCT,,,,,0,edgar_s1
WFF,,,,,0,edgar_s1
EPSM,2010.0,,,,0,edgar_s1
LGPS,,,,,0,edgar_s1
BIYA,,,,,0,edgar_s1
RCT,,,,,0,edgar_s1
MWYN,,1.0,Series A,,0,edgar_s1
MCRP,,,,,0,edgar_s1
SAGT,,,,,0,edgar_s1
ADVB,,,,,0,edgar_s1
JFB,,1.0,Series C,,0,edgar_s1
KMTS,,,,,0,edgar_s1
TBH,,1.0,Series B,,0,edgar_s1
PN,,,,,0,edgar_s1
NHIC,,,,,0,edgar_s1
LUD,,,,,0,edgar_s1
LZMH,2021.0,,,,0,edgar_s1
WETO,2020.0,,,,0,edgar_s1
STAK,,,,,0,edgar_s1
BMGL,2004.0,,,,0,edgar_s1
WGRX,2022.0,1.0,Series A,,0,edgar_s1
NNNN,,,,,0,edgar_s1
NPB,1999.0,2.0,Series B,43900000.0,0,edgar_s1
AARD,2024.0,3.0,Series C,118500000.0,0,edgar_s1
KRMN,,,,,0,edgar_s1
SAIL,2005.0,,,307500000.0,0,edgar_s1
XHLD,,,,20000000.0,0,edgar_s1
AGH,,,,,0,edgar_s1
SION,2019.0,3.0,Series C,149000000.0,0,edgar_s1
TTAM,,,,81700000000.0,0,edgar_s1
EPWK,,,,,0,edgar_s1
FBGL,,,,,0,edgar_s1
CJMB,,,,,0,edgar_s1
HCAI,,,,,0,edgar_s1
PLUT,,,,,0,edgar_s1
INR,,,,,0,edgar_s1
MAZE,,1.0,Series D,,0,edgar_s1
BBNX,,5.0,Series E,400000.0,0,edgar_s1
SVCC,,,,172500000.0,0,edgar_s1
FGMC,,,,,0,edgar_s1
SFD,,,,,0,edgar_s1
AAPG,2009.0,,,,0,edgar_s1
VG,2023.0,1.0,Series A,460000000.0,0,edgar_s1
SKBL,,,,,0,edgar_s1
DGNX,,,,,0,edgar_s1
DXST,,,,,0,edgar_s1
TJGC,,,,,0,edgar_s1
TOPP,,,,,0,edgar_s1
HVII,2013.0,,,,0,edgar_s1
FLOC,2002.0,,,,0,edgar_s1
PCLA,,,,,0,edgar_s1
HKPD,,,,,0,edgar_s1
UFG,,,,,0,edgar_s1
MIMI,2018.0,,,,0,edgar_s1
MASK,,,,,0,edgar_s1
CEPO,,,,,0,edgar_s1
ZYBT,2006.0,,,,0,edgar_s1
INLF,2016.0,,,,0,edgar_s1
