ticker,open_day_price,first_day_pop,return_1d,return_30d,return_90d,return_180d
SANA,35.099998474121094,59.5172,0.1145,-0.0823,-0.3464,-0.4325
SNSE,378.0,2699.0,0.1899,-0.181,-0.3429,-0.6312
ONTF,61.122283935546875,23.2549,-0.0504,-0.2443,-0.4801,-0.716
ZIM,2.9026291370391846,1.9026,0.0478,1.1957,2.7713,2.9285
SHLS,,,,,,
TIRX,,,,,,
EZGO,18110.0,3495.139,-0.4975,-0.6356,-0.7731,-0.8404
RLX,29.21595001220703,28.216,-0.0298,-0.5313,-0.6198,-0.8353
DFH,20.950000762939453,-0.9584,0.021,0.0291,0.6229,-0.2205
DRVN,,,,,,
PLTK,,,,,,
WOOF,29.399999618530273,0.1779,-0.0575,-0.2861,-0.1827,-0.265
AFRM,96.36499786376953,9635.4998,0.1928,-0.0343,-0.4485,0.2362
MSGM,350.0,3499999.0,-0.1143,-0.2329,-0.5254,-0.5927
CGEM,29.90999984741211,28.91,-0.0639,0.4082,0.0431,-0.2016
COYA,4.570000171661377,1.8456,0.0368,-0.0788,0.1707,-0.105
LIPO,37.68000030517578,37679.0003,-0.1529,-0.4246,-0.5966,-0.5711
RAYA,741.4000244140625,147.28,-0.2344,-0.2433,-0.4065,-0.6024
ACRV,16.639999389648438,13.4696,0.0066,-0.2788,-0.1947,-0.2734
ASPI,2.6700000762939453,0.6899,0.0487,-0.397,-0.6779,-0.4719
SNAL,2.25,0.5,0.3333,-0.4222,-0.4,-0.2356
MBLY,28.969999313354492,27.97,-0.0542,0.0904,0.4073,0.5312
PRME,15.369999885559082,8.9161,0.0254,0.1308,0.0351,-0.041
DMYY,,,,,,
NXL,2.25,1.25,-0.2489,-0.3431,-0.5333,-0.6
WLDS,684.0,255.1798,0.0351,-0.6912,-0.8105,-0.3018
BIAF,249.0,44.438,-0.1506,-0.6843,-0.7759,-0.7711
SHPH,7696.0,4900.9108,0.3617,-0.9163,-0.9532,-0.9732
JFBR,4464.8798828125,874.4666,-0.3097,-0.6231,-0.5336,-0.719
JZ,562.5,111.5,-0.5536,-0.8736,-0.9397,-0.9435
ONFO,2.4000000953674316,-0.04,-0.0833,-0.4958,-0.325,-0.5192
GCT,15.6899995803833,14.69,2.0599,-0.3556,-0.6412,-0.6648
REBN,38.400001525878906,6.68,-0.1688,-0.5994,-0.8206,-0.8188
MEGL,96.02999877929688,95.03,0.2062,-0.9402,-0.98,-0.9893
VRAX,182.0,35.4,-0.4319,-0.694,-0.9258,-0.9654
ILAG,61.20000076293945,60.2,-0.585,-0.5065,-0.6863,-0.8301
HSCS,,,,,,
SVRE,22118.400390625,209.7116,0.0742,-0.0703,-0.4523,-0.4316
TOP,16.989999771118164,2.0891,-0.0471,0.7363,0.2596,-0.7834
BNRG,,,,,,
OKYO,3.619999885559082,602.3333,-0.1602,-0.4199,-0.2486,-0.3591
ASNS,240.0,77.6885,-0.1875,-0.3083,-0.5967,-0.7438
HNVR,19.455961227416992,2.531,0.0204,-0.0449,-0.0649,-0.0501
PEPG,12.890000343322754,0.1287,-0.0768,-0.0838,-0.4616,0.3251
AUST,4.369999885559082,42.7,-0.1487,-0.4737,-0.6911,-0.7208
BLTE,10.59000015258789,2.9368,-0.1624,1.1483,2.4476,1.8234
OST,9915.0,2477.75,-0.884,-0.9486,-0.9561,-0.973
TNON,1800.0,1439.0,0.0684,-0.8893,-0.9093,-0.9311
JCSE,39.53373336791992,8.8834,-0.0205,-0.2226,-0.9268,-0.9621
EE,26.161842346191406,25.1618,0.0428,0.0048,-0.0296,-0.0653
GNS,305.0,870.4286,-0.363,-0.779,-0.8305,-0.9889
RVSN,22248.0,3309.7143,-0.1197,-0.5728,-0.6731,-0.6472
ANTX,15.399999618530273,0.1,-0.0013,-0.0182,-0.4325,-0.4156
ONCO,195160.0,58693.7368,-0.0075,0.0976,-0.9629,-0.9803
HTCR,4.006351470947266,7.6907,-0.1657,-0.4505,-0.5879,-0.6242
SKYX,11.850000381469727,1.7304,-0.1139,0.065,-0.8219,-0.7021
ACLX,16.799999237060547,0.12,0.0619,-0.1262,0.0399,0.153
NVCT,3.25,-0.6061,1.4462,0.8554,2.1262,1.2
MTEK,3.1500000953674316,-0.55,-0.1778,-0.4095,-0.6254,-0.6286
CRDO,11.649999618530273,0.0847,-0.0395,0.3313,0.1717,-0.0867
KSCP,295.5,92.2177,1.7563,-0.1421,-0.3012,-0.5668
TKLF,320.0,63.0,0.0234,-0.935,-0.9547,-0.9566
TPG,28.90410804748535,1.8904,-0.0356,-0.0959,-0.1746,-0.1379
AMLX,18.06999969482422,-0.3926,-0.0747,0.6591,-0.5163,0.6027
HOUR,7.989999771118164,1.1307,-0.1477,-0.7297,-0.572,-0.6708
ZKH,15.5,14.5,0.0,0.1006,-0.1981,-0.8032
INHD,3328.800048828125,950.0857,-0.8464,-0.9185,-0.9548,-0.9676
AFJK,,,,,,
GSIW,2040.0,509.0,-0.2863,0.0011,-0.249,-0.2941
RR,5.25,0.1538,0.0781,0.1448,-0.7276,-0.8895
SGN,92.63999938964844,65.6475,-0.2746,-0.5959,-0.8394,-0.8964
HG,14.017682075500488,0.4018,0.0,-0.0333,-0.1327,0.124
GVH,516.0,378.4118,-0.2868,-0.5814,-0.4264,-0.7484
ATGL,4.400000095367432,0.1,-0.0359,1.7205,-0.0455,-0.1705
MNR,12.95170783996582,-0.3183,0.0191,-0.0736,0.0745,0.188
NCL,294.3999938964844,57.88,0.3043,0.9993,-0.8383,-0.9493
WBUY,640.7999877929688,3648.2027,-0.4101,0.1067,-0.9238,-0.9685
BIRK,40.20000076293945,-0.346,-0.0659,0.041,0.293,0.3774
GMM,5.099999904632568,0.02,0.0196,1.5961,-0.5451,-0.8304
LRHC,2800.0,932.3333,-0.0343,-0.4629,-0.6257,-0.3971
MSS,8.960000038146973,42.5374,-0.183,0.0396,-0.8013,-0.8471
ANL,15.0,14.0,-0.1267,-0.4173,-0.4093,-0.7753
SYRA,3.0,1.2727,0.01,-0.5267,0.6167,-0.5233
LRE,6.199999809265137,-0.5407,-0.2419,-0.0806,-0.1903,-0.0032
TURB,5.010000228881836,0.002,-0.3772,-0.7206,-0.8124,-0.7725
MDBH,12.5,0.0417,-0.1592,-0.1216,-0.0984,-0.3232
KVYO,32.7599983215332,56.4737,0.0293,-0.1313,-0.2063,-0.3135
CART,33.70000076293945,0.8197,-0.1068,-0.2691,-0.232,0.0024
NMRA,16.25,26.0833,-0.0892,-0.2818,-0.0708,-0.3846
ARM,63.59000015258789,2.1795,-0.0447,-0.211,0.1911,0.9991
SPPL,39.20000076293945,6.4667,-0.0429,0.0,0.2143,-0.8592
NRXS,6.0,0.2712,0.0117,-0.3992,-0.655,-0.4583
CTNT,110.4000015258789,239.0,-0.3942,-0.687,-0.7696,-0.8051
PRZO,3.5999999046325684,2.2727,-0.3056,-0.6056,-0.7983,-0.6917
SRFM,22.049999237060547,4.4579,-0.1905,-0.4667,-0.7406,-0.8365
APGE,21.229999542236328,-0.0121,-0.0203,0.1187,-0.1512,1.8215
SXTP,1123.199951171875,456.5153,-0.0321,-0.7009,-0.8547,-0.9442
INTS,149.0,78.2553,0.0403,0.0252,-0.5218,-0.1611
VTMX,30.42850685119629,14.2143,0.032,0.0762,0.0962,0.1881
SVV,22.90999984741211,21.91,0.0345,0.1231,-0.3291,-0.2287
AZTR,988.0,2.566,-0.0951,-0.249,-0.6802,-0.9545
CAVA,43.779998779296875,42.78,-0.1286,0.3045,-0.2257,0.3102
CWD,,,,,,
KVUE,24.096221923828125,0.5647,-0.0149,-0.0242,-0.1902,-0.2079
TRNR,2644000.0,595494.4955,-0.0015,-0.3056,-0.7852,-0.8926
UCAR,4318.0,3295.1832,-0.8187,-0.7913,-0.8986,-0.9964
USGO,9.039999961853027,-0.3046,0.0122,0.6261,0.0365,-0.2257
WAI,2625.0,582.3333,-0.0357,1.0952,-0.7405,-0.531
GDHG,75187.5,501249.0,0.0,0.0848,-0.202,-0.813
ARBB,57.75,577499.0,0.0208,0.0779,-0.4364,-0.7904
MGIH,3.2100000381469727,-0.2867,-0.2368,-0.4548,-0.3832,-0.6558
HSHP,5.279815196990967,4.2798,0.0517,-0.0655,-0.0293,0.1138
SFWL,4.019999980926514,0.005,0.005,1.0299,0.2065,0.1915
CHSN,196.0,200.6461,-0.1388,-0.1837,-0.3673,-0.2571
HLP,3.5,-0.875,0.02,-0.3086,-0.0857,-0.7429
TBMC,,,,,,
BANL,4.420000076293945,0.0045,-0.0023,-0.3281,-0.6154,-0.6697
GXAI,48.599998474121094,13.6386,0.1111,-0.6741,-0.8235,-0.9037
BFRG,4.760000228881836,3.76,0.0605,-0.4307,-0.229,-0.4349
ENLT,17.75,16.75,0.0028,-0.0456,0.0423,-0.258
MLYS,18.440000534057617,229.5,0.0054,-0.1339,-0.1274,-0.5624
HSAI,21.049999237060547,20.05,0.0546,-0.229,-0.4865,-0.5249
LICN,3.5,-0.125,-0.0143,-0.3771,-0.4771,-0.6143
ASST,355.0,93.6667,-0.2817,-0.507,-0.4437,-0.9042
GPCR,26.0,3.8327,-0.0481,-0.1285,0.1904,1.5969
TXO,15.566061973571777,14.5661,-0.0227,0.0159,-0.0159,-0.0495
GNLX,6.150000095367432,-0.6925,-0.0228,2.6293,3.6163,2.3919
CVKD,61.79999923706055,2.5314,-0.0485,-0.5218,-0.6553,-0.8495
SKWD,19.100000381469727,0.2733,0.0199,0.022,0.2372,0.4712
ONEG,3.0,-0.25,0.15,-0.2333,0.1727,2.6167
HIT,5.099999904632568,0.1333,0.0784,0.0902,-0.879,-0.4882
YAAS,316.0,764.1332,-0.1266,-0.0684,-0.4152,-0.98
LSE,4.349999904632568,0.0875,0.1448,0.7241,0.2897,0.2207
NCEW,20.31999969482422,3.5156,0.0236,-0.2323,-0.1339,-0.7638
YSXT,4.309999942779541,-0.138,-0.065,-0.4756,0.1021,-0.4246
AVR,5.599999904632568,-0.0667,-0.0179,0.0679,-0.0375,-0.2571
TTAN,101.0,5.5457,-0.0099,-0.0099,0.2413,-0.0068
NAMI,4.440000057220459,3.44,-0.027,-0.3559,-0.2297,-0.6734
LNKS,4.329999923706055,-0.134,-0.0023,-0.7956,-0.8663,-0.8684
GRO,13.510000228881836,13509.0002,-0.0303,-0.5174,-0.8274,-0.8882
PONY,12.0,-0.5209,0.085,0.1775,-0.5125,0.2408
VENU,10.119999885559082,0.012,0.0672,-0.1107,-0.1601,0.7688
CGTL,3.9100000858306885,0.0861,0.023,0.445,0.3043,-0.8483
IPST,68.0,5.8,0.0118,-0.5353,-0.8615,-0.8418
MSW,5.590000152587891,-0.14,0.195,-0.0751,-0.3274,-0.7352
ETHM,,,,,,
NOEM,,,,,,
PLRZ,2325.0,1936.5,0.0839,-0.3858,-0.5465,-0.9963
SEPN,21.399999618530273,68.0323,-0.0304,0.0752,-0.7257,-0.4136
ROLR,7.789999961853027,11.9833,0.0141,-0.2721,-0.5494,-0.638
ALDF,,,,,,
HUHU,4.110000133514404,-0.178,-0.0195,0.2433,0.017,0.7007
PTLE,325.6000061035156,1084.3334,0.0172,0.6904,-0.7076,-0.943
SFHG,26.5,4.8889,0.2038,1.2075,-0.85,-0.8453
CAMP,10.720000267028809,17.807,-0.0905,-0.4953,-0.5485,-0.8666
CBLL,25.0,5.5789,0.02,0.0524,0.0172,-0.2428
UPB,22.0,3.2389,0.0627,-0.1732,-0.6264,-0.4909
CLIK,79.19999694824219,18.8,-0.447,-0.5379,-0.5455,-0.8409
SKK,6.050000190734863,0.3444,-0.3504,0.4264,-0.8592,-0.8942
CBNA,21.200000762939453,20.2,-0.0212,0.1311,0.1585,0.2222
FLX,18.010000228881836,17.01,-0.0844,-0.4934,-0.5169,-0.8284
SARO,32.75,0.3646,0.0067,-0.1124,-0.1508,-0.08
WCT,205.5,50.375,-0.0316,0.9221,-0.4501,-0.9501
ZJK,5.0,0.0,0.0,-0.04,0.81,-0.18
BIOA,18.309999465942383,8.6878,0.1469,0.1262,-0.7504,-0.7624
BKV,18.0,0.8,0.0028,0.0717,0.3328,0.3578
IBG,73.0,19.2778,-0.1339,-0.7774,-0.7178,-0.7973
LGCY,4.019999980926514,1.4663,0.092,0.4055,1.3209,1.4005
KAPA,2.5999999046325684,-0.35,-0.0538,-0.4462,-0.4115,-0.8069
BCAX,23.40999984741211,45.82,0.0854,-0.0389,-0.5043,-0.5233
MBX,23.649999618530273,1.365,-0.0846,-0.1019,-0.5455,-0.4235
ZBIO,18.149999618530273,16.1226,-0.0099,0.124,-0.5741,-0.4738
VCIC,,,,,,
GIG,,,,,,
JBDI,10.119999885559082,1.2489,0.496,-0.8962,-0.9318,-0.9002
RITR,4.150000095367432,0.0375,0.2313,0.253,-0.0771,-0.1518
WOK,36000.0,8999.0,0.0278,0.5139,0.3389,-0.8461
SBXD,,,,,,
OSTX,2.509999990463257,1.2411,0.5936,0.3705,-0.1721,-0.3944
NIPG,9.020000457763672,8.02,0.8293,-0.1951,-0.2594,-0.8042
CON,22.089717864990234,21.0897,0.0169,0.0796,-0.0393,-0.0664
ARTV,12.0,9.4348,-0.0192,-0.0383,-0.0158,-0.84
ARDT,16.059999465942383,15.06,0.0772,0.2273,-0.0143,-0.2491
TWFG,22.010000228881836,21.01,0.0273,0.2422,0.617,0.2681
ICON,663.3522338867188,662.3522,-0.0486,-0.4243,-0.394,-0.987
ALMS,13.300000190734863,6.3889,-0.0571,-0.0985,-0.1015,-0.6714
LSH,4.010000228881836,1.0997,-0.0249,-0.192,-0.3441,-0.7307
WBTN,23.0,-0.9457,-0.0074,-0.4457,-0.52,-0.6248
GRAF,,,,,,
RECT,3.9000000953674316,-0.25,-0.0513,-0.1956,-0.1438,0.0205
CUB,,,,,,
TEM,40.25,46.1201,-0.0937,0.1421,0.1282,0.2139
PCSC,10.050000190734863,0.005,0.003,0.004,0.002,0.0249
RAPP,20.799999237060547,33.0984,0.2591,-0.0216,0.4053,-0.4837
WAY,20.700000762939453,-0.0372,0.0676,0.1493,0.3406,1.0507
FLYE,478.0,2171.7273,-0.1632,0.3347,-0.8757,-0.9075
GAUZ,16.450000762939453,-0.7389,-0.0432,-0.3562,-0.403,-0.3112
JDZG,32.560001373291016,33.2737,1.0442,-0.7961,-0.8673,-0.8231
BTOC,4.619999885559082,-0.2608,0.0004,0.0606,-0.0844,-0.184
PAL,14.75,-0.0167,0.0169,0.0983,0.1695,-0.3424
SVCO,19.799999237060547,8.9,-0.0449,-0.0833,-0.2419,-0.5737
NNE,5.190000057220459,-0.7712,-0.027,2.0308,1.3873,5.7033
CCIX,,,,,,
VIK,26.100000381469727,2609.0,0.0341,0.264,0.1985,0.8579
ZONE,3.5,-0.3,-0.0857,-0.1143,-0.5314,-0.6457
MRX,18.491802215576172,-0.0267,0.0005,0.0537,0.3372,0.731
RBRK,37.0,4.939,0.027,-0.0857,-0.1181,0.7592
MFI,98.31999969482422,18.664,-0.1863,-0.8942,-0.9467,-0.9333
YYGH,2.9000000953674316,0.45,-0.1776,-0.6207,-0.7448,-0.4579
TRSG,5.949999809265137,0.19,0.2437,-0.5395,-0.5218,-0.642
CTRI,,,,,,
IBTA,,,,,,
TWG,,,,,,
CTNM,15.399999618530273,13.5283,-0.0097,0.0065,0.1221,-0.1234
ZBAO,3.700000047683716,2.6275,-0.1081,0.0108,-0.1189,-0.473
BOLD,14.25,66.8571,-0.0498,-0.3972,-0.7684,-0.8274
MMA,4.179999828338623,2.981,-0.1029,-0.0933,-0.5089,-0.6435
UBXG,4.099999904632568,-0.18,0.1122,0.2627,1.1634,-0.1941
LOBO,3.4700000286102295,3469.0,0.0086,-0.0749,-0.2075,-0.4078
RDDT,50.439998626708984,0.1877,-0.088,-0.0753,0.2064,2.2268
ALAB,62.029998779296875,72.8452,0.0342,0.2745,-0.3194,0.8488
INTJ,66.0,15.5,-0.3818,-0.6606,-0.697,-0.703
RYDE,4.0,-0.2,0.125,-0.025,0.81,-0.8933
SMXT,8.0,0.6129,-0.2675,0.485,-0.5525,-0.8588
VHAI,,,,,,
MGX,10.3100004196167,103099.0042,0.0931,0.0815,-0.6314,-0.806
TELO,5.0,1.7473,0.25,0.11,0.004,-0.018
KYTX,,,,,,
PMNT,5.199999809265137,2.25,-0.0077,-0.2808,-0.5385,-0.8202
LEGT,,,,,,
ANRO,20.700000762939453,10.1892,0.0531,-0.3159,-0.4097,-0.3097
GUTS,12.850000381469727,4.587,-0.1362,-0.5136,-0.5253,-0.7969
AS,13.399999618530273,0.4316,0.1157,0.1291,0.0679,0.4104
FBLG,29.100000381469727,87.1017,-0.3986,-0.6357,-0.7007,-0.8859
AVBP,20.0,89.9091,-0.0045,-0.0335,-0.0665,0.397
HAO,5.28000020980835,0.32,-0.0985,0.3542,0.1553,-0.9674
CGON,37.16999816894531,0.103,-0.0576,-0.0447,-0.0514,-0.0291
YIBO,2.7899999618530273,-0.38,-0.0251,-0.086,-0.172,0.3978
SUGP,40.0,5.5574,-0.22,-0.315,-0.4275,-0.7
CCTG,77.0,333.7826,0.1688,-0.6299,-0.7117,-0.8078
SYNX,3.609999895095825,0.1281,0.0111,-0.0105,-0.2992,-0.1247
SDHC,24.0,8.2308,-0.0029,0.2012,0.1429,0.5742
ROMA,2.9000000953674316,3.8333,0.3621,-0.369,-0.7362,-0.7517
ANDG,23.5,22.5,0.0809,-0.0464,,
CCXI,,,,,,
MDLN,41.0,-0.1614,-0.0366,0.098,,
TWLV,,,,,,
WLTH,,,,,,
CDNL,23.5,22.5,0.077,0.1715,,
JMG,5.599999904632568,-0.5692,-0.1857,0.1804,,
RGNT,7.5,0.8892,-0.0013,-0.0533,,
SMJF,4.510000228881836,0.0022,-0.0244,0.0333,,
PARK,10.25,9.25,0.1259,0.4761,,
GLOO,8.100000381469727,0.35,0.1173,-0.3259,,
POAS,3.8499999046325684,-0.0375,0.0416,-0.0234,,
BLLN,108.94000244140625,9.2871,-0.0818,-0.0582,,
EVMN,20.229999542236328,55.1944,-0.09,-0.0979,,
ELWT,7.199999809265137,-0.28,0.0986,-0.2639,,
XZO,21.010000228881836,-0.0865,-0.0933,-0.0681,,
BETA,36.0,3599.0,0.0222,-0.2231,,
DNMX,,,,,,
NAVN,20.0,0.5015,0.0137,-0.2725,-0.556,
MPLT,18.34000015258789,54.5758,-0.0867,0.0278,0.0791,
AGCC,6.050000190734863,0.5125,-0.3372,0.4678,1.3174,
AHMA,4.650000095367432,0.0333,-0.057,2.2344,0.2172,
BGIN,4.960000038146973,3.96,-0.1613,-0.4577,-0.4899,
MCTA,7.0,0.4,-0.1143,3.1936,3.1936,
ACCL,4.050000190734863,-0.19,-0.2815,-0.037,-0.6642,
SLGB,5.28000020980835,-0.04,-0.3333,-0.6606,-0.7519,
ALH,24.81999969482422,2481.0,0.0068,-0.0782,-0.0351,
LFS,3.109999895095825,-0.378,0.3505,0.9614,-0.0611,
POM,4.03000020980835,3.03,0.1836,0.0645,-0.9434,
CCHH,4.440000057220459,3.44,-0.1622,0.3221,-0.7748,
AGRZ,3.119999885559082,0.248,-0.0865,-0.1218,-0.8702,
NP,24.799999237060547,-0.5487,0.1472,0.0145,-0.0565,
KNRX,3.200000047683716,-0.2,-0.0594,-0.575,-0.7116,
MGN,4.849999904632568,0.2125,-0.3423,-0.7052,-0.6227,
PLTS,7.130000114440918,0.5844,0.5596,1.4544,1.4544,
PTRN,15.630000114440918,-0.7698,-0.1043,0.128,0.0211,
NTSK,22.489999771118164,2.8776,0.0983,0.0191,-0.2841,
STUB,22.0,-0.2718,-0.0682,-0.1091,-0.3723,
WBI,22.78310203552246,21.7831,-0.0101,0.0324,-0.0329,
CHOW,12.609999656677246,1.9671,-0.3259,-0.2546,-0.9458,
BRCB,27.530000686645508,2752999.0687,0.0102,-0.0578,-0.3462,
FOFO,12.350000381469727,2.0875,-0.0364,0.1498,-0.4866,
LGN,30.5,0.0893,0.0016,0.1843,0.5954,
VIA,49.5099983215332,0.4243,0.0311,0.0261,-0.4635,
LBRX,17.299999237060547,10.5333,-0.0289,-0.0844,0.2555,
KLAR,,,,,,
TLNC,,,,,,
ZGM,3.690000057220459,-0.18,0.0298,-0.1924,-0.2791,
PMI,4.590000152587891,0.7159,0.1198,1.1242,-0.6166,
ELOG,2.9600000381469727,-0.3422,0.0,-0.1385,-0.5946,
CURX,4.019999980926514,-0.196,0.1592,-0.8201,-0.9082,
ETS,3.5,-0.125,-0.58,-0.7503,-0.8543,
YMT,2.799999952316284,-0.3171,-0.2036,-0.2857,-0.5571,
NUTR,3.9100000858306885,1.6067,0.0486,0.8798,1.3018,
BUUU,4.0,-0.2,0.0325,1.1125,0.855,
RYOJ,2.9000000953674316,-0.275,-0.0034,-0.2069,0.1724,
BLSH,68.0,67.0,0.0975,-0.0907,-0.3441,
MAGH,4.059999942779541,-0.0978,0.0,-0.6502,0.665,
DKI,5.480000019073486,0.37,-0.2847,0.2281,-0.9319,
HTFL,,,,,,
CTW,4.440000057220459,-0.8224,-0.2027,-0.5788,-0.545,
FIG,115.5,10.8219,0.0563,-0.5405,-0.674,
SI,15.050000190734863,26.8086,-0.0532,0.0439,-0.0179,
ARX,26.5,38.7498,0.1242,-0.2396,-0.4445,
LHAI,5.630000114440918,4.63,0.8313,0.556,1.3286,
MH,17.0,0.1333,-0.0112,-0.1182,0.0176,
CARL,14.5,10.6917,-0.0034,-0.1097,0.1228,
CRE,52.79999923706055,12.2,0.1136,-0.8689,-0.9127,
NIQ,19.010000228881836,-0.965,0.0384,-0.111,-0.1731,
TDIC,4.380000114440918,28.2,-0.0365,-0.1438,-0.9187,
LAWR,3.5199999809265137,-0.12,0.0568,-0.4205,0.0653,
KMRK,4.949999809265137,0.2375,-0.101,-0.7333,-0.796,
MGRT,3.809999942779541,-0.1533,-0.0971,-0.0682,0.6929,
BMHL,4.0,0.0,-0.005,-0.04,-0.1125,
DLXY,4.949999809265137,0.1,-0.1414,0.0121,-0.7879,
ANPA,3.5199999809265137,-0.296,0.3523,8.9062,9.0028,
MSGY,4.269999980926514,-0.146,0.178,1.7752,-0.6838,
MAMK,3.690000057220459,-0.18,-0.2141,-0.3279,1.8347,
CV,3.5,1.4138,0.2571,0.1486,0.3514,
ORIQ,,,,,,
GRAN,4.599999904632568,0.15,0.0413,-0.1022,-0.3913,
CAEP,10.5,0.05,0.0029,0.0038,0.0162,
FMFC,4.400000095367432,-0.0222,0.2205,0.8091,-0.6864,-0.8955
HCHL,5.0,0.0,0.076,-0.348,-0.362,-0.786
CAI,28.0,2799.0,-0.0268,0.0014,0.0804,-0.3214
EGG,6.53000020980835,0.6325,-0.2848,-0.3109,-0.3292,-0.1792
SLDE,20.25,0.4846,0.1506,-0.0968,-0.24,-0.1259
AIRO,24.0,0.1461,0.2917,-0.1263,-0.2875,-0.58
CHYM,37.11000061035156,3.3001,-0.0625,-0.0992,-0.5039,-0.3861
VOYG,56.47999954223633,5647.0,-0.1236,-0.2507,-0.3835,-0.5023
JEM,3.8499999046325684,18.25,0.0416,0.0416,-0.9073,-0.9761
OMDA,23.0,19.354,-0.0174,-0.1639,0.1048,-0.4804
PTNM,3.799999952316284,-0.05,0.0658,2.6763,1.7342,1.7342
FTRK,3.2799999713897705,-0.2711,0.2165,-0.7866,-0.8235,-0.8384
HNGE,37.560001373291016,30.563,0.0692,0.1478,0.2979,-0.1201
MNTN,26.360000610351562,2635.0001,0.0512,-0.2033,-0.3194,-0.6916
ANTA,16.3799991607666,15.38,-0.2772,-0.3284,-0.2849,-0.4414
ETOR,67.0,0.2762,-0.0022,-0.036,-0.3469,-0.5754
APUS,2.200000047683716,1.2,-0.1773,-0.25,-0.1682,-0.1091
CEPT,11.079999923706055,0.108,-0.0072,0.0275,-0.056,0.167
CGCT,,,,,,
GTEN,,,,,,
SDM,6.110000133514404,0.222,-0.2537,0.1457,0.7971,-0.6972
PHOE,3.6500000953674316,-0.27,-0.1781,-0.0047,1.0904,3.3479
CIGL,4.210000038146973,0.0525,0.0333,0.2827,-0.6176,-0.5819
TMDE,3.630000114440918,0.0371,0.4435,-0.7727,-0.7617,-0.7526
EDHL,67.19999694824219,15.8,-0.0429,0.1262,-0.8962,-0.9117
HXHX,3.109999895095825,-0.378,-0.1383,-0.4277,-0.6929,-0.8232
ATHR,5.75,5749.0,-0.0435,1.8017,0.6261,0.0957
CUPR,4.150000095367432,-0.0235,0.0795,0.0819,-0.7976,-0.8964
IOTR,35.5,6.1,-0.0451,-0.8566,-0.8901,-0.9296
MB,4.099999904632568,-0.18,-0.2195,0.0659,0.4049,0.7134
RYET,4.510000228881836,0.0022,-0.0599,2.0133,-0.6475,-0.7162
WTF,19.850000381469727,3.9625,-0.6458,-0.6549,-0.7859,-0.8433
WXM,4.289999961853027,0.0725,-0.3333,-0.5221,-0.2634,-0.8753
NMAX,83.51000213623047,7.351,1.7901,-0.7105,-0.8585,-0.8842
CRWV,40.0,3999.0,-0.073,0.4623,2.027,0.8087
WFF,3.75,-0.25,0.0107,0.0835,-0.7467,-0.868
EPSM,4.820000171661377,240.0,0.1162,1.8133,2.7842,-0.4046
LGPS,3.700000047683716,-0.075,-0.527,0.3189,-0.7489,-0.7216
RCT,4.5,2.0,0.0622,-0.6556,-0.4622,-0.64
MWYN,4.300000190734863,4299.0002,-0.0163,-0.0744,-0.6953,-0.7998
JFB,3.5,-0.3566,0.0286,0.2571,1.08,4.3714
KMTS,21.84000015258789,-0.1905,-0.0389,0.1218,-0.2972,0.1442
TBH,4.300000190734863,0.075,0.0233,-0.8447,-0.8407,-0.7898
PN,4.03000020980835,0.0075,-0.0323,-0.3226,-0.3722,-0.7985
NHIC,,,,,,
LUD,4.0,0.0,0.015,0.0475,0.14,0.4025
LZMH,5.0,4.0,0.13,0.71,0.874,-0.37
WETO,3.5999999046325684,-0.28,0.0444,0.0417,-0.5222,-0.7194
STAK,3.7300000190734863,2.1083,-0.0268,-0.555,-0.5174,-0.8469
WGRX,3.809999942779541,38098.9994,-0.2047,0.0787,-0.7604,-0.8323
NNNN,5.769999980926514,0.154,-0.0173,0.2132,4.487,2.8128
AARD,14.3100004196167,33.0714,-0.0706,-0.4591,0.0748,-0.253
SAIL,22.0,-0.2259,0.1159,-0.1118,0.0541,-0.0145
XHLD,102.0,289.4328,-0.6912,-0.8162,-0.94,-0.9566
SION,25.0,5.3291,-0.1104,-0.516,-0.4108,0.5332
EPWK,164.39999389648438,163.4,0.0097,0.2749,-0.8837,-0.9818
HCAI,3.8399999141693115,-0.232,-0.0208,0.7057,-0.7161,-0.8437
PLUT,4.0,-0.2,0.01,-0.24,-0.37,-0.1025
MAZE,15.949999809265137,-0.0185,-0.0596,-0.2796,-0.1987,0.8652
BBNX,23.6299991607666,5.7131,0.0076,-0.3792,-0.1845,-0.1528
SVCC,,,,,,
FGMC,,,,,,
SFD,18.8773193359375,-0.0561,0.0375,-0.0213,0.1916,0.128
AAPG,17.3799991607666,16.38,-0.0075,0.0702,0.6277,1.0972
DXST,4.059999942779541,0.015,-0.3842,-0.734,-0.6749,-0.6675
TOPP,3.759999990463257,37598.9999,-0.0176,-0.4787,-0.6277,-0.6356
HVII,,,,,,
FLOC,29.182899475097656,28.1829,0.0101,-0.166,-0.4145,-0.4741
PCLA,85.19999694824219,115.7123,-0.0915,0.1021,-0.7113,-0.8327
HKPD,2.819999933242798,-0.295,-0.0461,-0.4312,-0.5745,-0.5638
UFG,4.0,0.0,0.0575,0.055,-0.51,-0.6375
MIMI,4.110000133514404,0.0275,0.0608,0.2895,0.2652,0.91
CEPO,10.050000190734863,0.005,0.0,0.005,0.209,0.0448
INLF,4.449999809265137,-0.11,0.1461,-0.2382,-0.7157,-0.8193
