IPO Date,Symbol,Company Name,IPO Price,Current,Return,year
2023-07-25,ELWS,"Earlyworks Co., Ltd.",$5.00,$6.21,24.20%,2023
2023-07-25,JNVR,Janover Inc.,$4.00,$79.31,"1,882.75%",2023
2023-07-25,KVAC,Keen Vision Acquisition Corporation,$10.00,$11.98,19.80%,2023
2023-07-25,WRNT,Warrantee Inc.,$4.00,$0.27,-93.21%,2023
2023-07-21,TSBX,Turnstone Biologics Corp.,$12.00,$0.36,-97.00%,2023
2023-07-19,ODD,Oddity Tech Ltd.,$35.00,$13.62,-61.09%,2023
2023-07-14,APGE,"Apogee Therapeutics, Inc.",$17.00,$71.90,322.94%,2023
2023-07-14,NETD,Nabors Energy Transition Corp. II,$10.00,$11.52,15.20%,2023
2023-07-14,SGMT,Sagimet Biosciences Inc.,$16.00,$5.21,-67.44%,2023
2023-07-12,BOWN,Bowen Acquisition Corp,$10.00,$9.19,-8.10%,2023
2023-07-12,SXTP,"60 Degrees Pharmaceuticals, Inc.",$5.30,$2.39,-54.91%,2023
2023-07-06,PWM,Power Metals Corp.,$5.00,$1.08,-76.60%,2023
2023-06-30,INTS,"Intensity Therapeutics, Inc.",$5.00,$6.78,35.60%,2023
2023-06-30,VTMX,"CorporaciÃ³n Inmobiliaria Vesta, S.A.B. de C.V.",$31.00,$31.71,2.29%,2023
2023-06-29,FIHL,Fidelis Insurance Holdings Limited,$14.00,$18.70,33.57%,2023
2023-06-29,KGS,"Kodiak Gas Services, Inc.",$16.00,$54.20,238.75%,2023
2023-06-29,SVV,"Savers Value Village, Inc.",$18.00,$7.88,-56.22%,2023
2023-06-28,BUJA,Bukit Jalil Global Acquisition 1 Ltd.,$10.00,$3.66,-63.40%,2023
2023-06-28,GENK,"GEN Restaurant Group, Inc.",$12.00,$1.52,-87.33%,2023
2023-06-16,AZTR,"Azitra, Inc.",$5.00,$0.17,-96.58%,2023
2023-06-16,BOF,BranchOut Food Inc.,$6.00,$3.67,-38.83%,2023
2023-06-15,CAVA,"CAVA Group, Inc.",$22.00,$82.00,272.73%,2023
2023-06-14,ESHA,ESH Acquisition Corp.,$10.00,$11.99,19.90%,2023
2023-05-26,ATMU,Atmus Filtration Technologies Inc.,$19.50,$56.57,190.10%,2023
2023-05-25,ATS,ATS Corporation,$41.00,$27.56,-32.78%,2023
2023-05-25,IPXX,Inflection Point Acquisition Corp. II,$10.00,$10.79,7.85%,2023
2023-05-17,CWD,CaliberCos Inc.,$4.00,$1.41,-64.50%,2023
2023-05-16,SGE,"Strong Global Entertainment, Inc.",$4.00,$1.55,-61.25%,2023
2023-05-05,ALCY,Alchemy Investments Acquisition Corp 1,$10.00,$11.79,17.90%,2023
2023-05-05,SLRN,Solar 18 Corporation,$18.00,$2.25,-87.50%,2023
2023-05-04,KVUE,Kenvue Inc.,$22.00,$17.49,-20.50%,2023
2023-05-02,GODN,Golden Star Acquisition Corporation,$10.00,$2.91,-70.90%,2023
2023-04-28,TRNR,Interactive Strength Inc.,$8.00,$1.50,-81.25%,2023
2023-04-21,AACT,Ares Acquisition Corporation II,$10.00,$9.49,-5.10%,2023
2023-04-21,JYD,Jayud Global Logistics Limited,$4.00,$2.91,-27.25%,2023
2023-04-20,UCAR,U Power Limited,$6.00,$0.51,-91.50%,2023
2023-04-20,USGO,U.S. GoldMining Inc.,$10.00,$11.58,15.80%,2023
2023-04-20,WLGS,"Wang & Lee Group, Inc.",$5.00,$0.04,-99.18%,2023
2023-04-18,TPET,Trio Petroleum Corp.,$3.00,$1.52,-49.33%,2023
2023-04-18,WAI,Top KingWin Ltd,$4.00,$2.16,-46.00%,2023
2023-04-14,GDTC,CytoMed Therapeutics Limited,$4.00,$1.06,-74.75%,2023
2023-04-13,VCIG,VCI Global Limited,$4.00,$1.95,-51.25%,2023
2023-04-12,GDHG,Golden Heaven Group Holdings Ltd.,$4.00,$1.93,-51.75%,2023
2023-04-05,ARBB,ARB IOT Group Limited,$4.00,$4.70,17.50%,2023
2023-04-04,ISPR,Ispire Technology Inc.,$7.00,$1.67,-76.21%,2023
2023-04-04,MGIH,Millennium Group International Holdings Limited,$4.00,$1.44,-64.13%,2023
2023-04-03,MWG,Multi Ways Holdings Limited,$2.50,$2.01,-19.20%,2023
2023-03-31,HKIT,Hitek Global Inc.,$5.00,$1.02,-79.80%,2023
2023-03-31,HSHP,Himalaya Shipping Ltd.,$5.80,$12.47,115.00%,2023
2023-03-31,SFWL,Shengfeng Development Limited,$4.00,$0.90,-77.48%,2023
2023-03-31,SYT,Softing AG,$8.00,$2.26,-71.75%,2023
2023-03-30,CHSN,Chanson International Holding,$4.00,$2.81,-28.00%,2023
2023-03-29,HLP,Hongli Group Inc.,$4.00,$1.03,-74.25%,2023
2023-03-29,TBMC,"Trailblazer Holdings, Inc.",$10.00,$10.51,-0.50%,2023
2023-03-28,TMTC,TMT Acquisition Corp.,$10.00,$2.20,-78.00%,2023
2023-03-28,YGFGF,"YanGuFang International Group Co., Ltd.",$4.00,$0.00,-99.95%,2023
2023-03-28,ZJYL,Jin Medical International Ltd.,$8.00,$0.12,-98.53%,2023
2023-03-24,OAKU,Oak Woods Acquisition Corporation,$10.00,$12.24,22.40%,2023
2023-03-23,BANL,CBL International Limited,$4.00,$0.58,-85.38%,2023
2023-03-21,MGRX,"Mangoceuticals, Inc.",$4.00,$0.38,-90.40%,2023
2023-03-21,OMH,Ohmyhome Limited,$4.00,$1.18,-70.50%,2023
2023-03-17,FORL,Four Leaf Acquisition Corporation,$10.00,$11.26,16.00%,2023
2023-03-16,ICG,Intchains Group Limited,$8.00,$1.24,-84.63%,2023
2023-03-15,IZM,ICZOOM Group Inc.,$4.00,$0.54,-86.50%,2023
2023-03-09,AESI,Atlas Energy Solutions Inc.,$18.00,$13.60,-24.44%,2023
2023-03-09,AIXI,Xiao-I Corporation,$6.80,$0.20,-97.06%,2023
2023-02-28,BMR,Beamr Imaging Ltd.,$4.00,$1.72,-55.75%,2023
2023-02-28,SBXC,SilverBox Corp III,$10.00,$10.84,8.40%,2023
2023-02-15,DIST,DistIT AB (publ),$10.00,$28.00,180.00%,2023
2023-02-15,GXAI,Gaxos.ai Inc.,$4.15,$1.38,-66.75%,2023
2023-02-14,BFRG,"Bullfrog AI Holdings, Inc.",$6.50,$0.60,-90.83%,2023
2023-02-14,MARX,Mars Acquisition Corp.,$10.00,$2.48,-75.20%,2023
2023-02-10,BLAC,Bellevue Life Sciences Acquisition Corp.,$10.00,$3.01,-69.90%,2023
2023-02-10,ENLT,Enlight Renewable Energy Ltd,$18.00,$70.18,289.89%,2023
2023-02-10,MLYS,"Mineralys Therapeutics, Inc.",$16.00,$26.19,63.69%,2023
2023-02-10,PTHR,"Pono Capital Three, Inc.",$10.00,$5.72,-42.80%,2023
2023-02-09,HSAI,Hesai Group,$19.00,$24.04,26.53%,2023
2023-02-09,LSDIF,Lucy Scientific Discovery Inc.,$4.00,$0.01,-99.75%,2023
2023-02-09,NXT,Nextpower Inc.,$24.00,$119.64,398.50%,2023
2023-02-06,LICN,Lichen International Limited,$4.00,$3.00,-25.00%,2023
2023-02-03,ASST,"Strive Asset Management, LLC",$5.00,$9.53,90.60%,2023
2023-02-03,GPCR,Structure Therapeutics Inc.,$15.00,$53.75,258.33%,2023
2023-02-01,CETU,Cetus Capital Acquisition Corp.,$10.00,$2.22,-77.80%,2023
2023-01-27,BREA,Brera Holdings PLC,$5.00,$25.20,404.00%,2023
2023-01-27,TXO,"TXO Partners, L.P.",$20.00,$12.36,-38.20%,2023
2023-01-26,GNLX,Genelux Corporation,$6.00,$2.60,-56.67%,2023
2023-01-25,HERE,Here Group Limited,-,$3.91,-,2023
2023-01-20,CVKD,"Cadrenal Therapeutics, Inc.",$5.00,$7.40,48.00%,2023
2023-01-13,ISRL,Israel Acquisitions Corp,$10.00,$12.40,24.00%,2023
2023-01-13,MGOL,MGO Global Inc.,$5.00,$0.37,-92.60%,2023
2023-01-13,SKWD,"Skyward Specialty Insurance Group, Inc.",$15.00,$45.17,201.13%,2023
2024-12-31,ONEG,OneConstruction Group Limited,$4.00,$1.69,-60.70%,2024
2024-12-27,BYAH,"Park Ha Biological Technology Co., Ltd.",-,$1.20,-,2024
2024-12-23,HIT,"Health In Tech, Inc.",$4.00,$1.80,-55.00%,2024
2024-12-23,TDAC,Translational Development Acquisition Corp.,$10.00,$10.54,5.40%,2024
2024-12-20,RANG,Range Capital Acquisition Corp.,$10.00,$10.50,5.00%,2024
2024-12-20,YAAS,Youxin Technology Ltd,$4.50,$0.77,-82.89%,2024
2024-12-19,LSE,"Leishen Energy Holding Co., Ltd.",$4.00,$4.97,24.25%,2024
2024-12-18,NCEW,New Century Logistics (BVI) Limited,$4.00,$8.60,115.00%,2024
2024-12-18,YSXT,"YSX Tech. Co., Ltd",$4.00,$1.33,-66.75%,2024
2024-12-13,AVR,Anteris Technologies Global Corp.,$6.00,$6.19,3.17%,2024
2024-12-13,DRDB,Roman DBDR Acquisition Corp. II,$10.00,$10.45,4.45%,2024
2024-12-13,MLAC,Mountain Lake Acquisition Corp.,$10.00,$10.53,5.30%,2024
2024-12-13,NTCL,NetClass Technology Inc,$5.00,$0.29,-94.22%,2024
2024-12-12,TTAN,"ServiceTitan, Inc.",$71.00,$70.80,-0.28%,2024
2024-12-10,JACS,Jackson Acquisition Company II,$10.00,$10.51,5.10%,2024
2024-12-06,NAMI,Jinxin Technology Holding Company,$4.00,$0.46,-88.47%,2024
2024-12-05,LNKS,Linkers Industries Limited,$4.00,$0.99,-76.13%,2024
2024-12-05,SPHA,Shepherd Ave Capital Acquisition Corporation,$10.00,$10.13,1.30%,2024
2024-12-05,ZSPC,"zSpace, Inc.",$5.00,$0.23,-95.46%,2024
2024-12-04,TAVI,Tavia Acquisition Corp.,$10.00,$10.53,5.30%,2024
2024-12-03,JUNS,"Jupiter Neurosciences, Inc.",$4.00,$0.42,-89.43%,2024
2024-11-27,BRIA,BrilliA Inc,$4.00,$1.93,-51.83%,2024
2024-11-27,GRO,Brazil Potash Corp.,$15.00,$3.40,-77.33%,2024
2024-11-27,PONY,Pony AI Inc.,$13.00,$11.44,-12.00%,2024
2024-11-27,VENU,Venu Holding Corporation,$10.00,$3.39,-66.10%,2024
2024-11-26,CGTL,Creative Global Technology Holdings Limited,$4.00,$1.36,-66.00%,2024
2024-11-26,FACT,FACT II Acquisition Corp,$10.00,$10.48,4.80%,2024
2024-11-26,WYHG,Wing Yip Food Holdings Group Limited,$4.00,$0.48,-88.13%,2024
2024-11-22,IPST,"IP Strategy Holdings, Inc.",$4.00,$0.51,-87.30%,2024
2024-11-22,MSW,Ming Shing Group Holdings Limited,$5.50,$1.15,-79.18%,2024
2024-11-21,DYNX,Dynamix Corporation,$10.00,$11.16,11.60%,2024
2024-11-21,ETHM,Dynamix Corporation,$10.00,$10.44,4.40%,2024
2024-11-21,NOEM,CO2 Energy Transition Corp.,$10.00,$10.36,3.60%,2024
2024-11-15,HSPT,Horizon Space Acquisition II Corp.,$10.00,$8.65,-13.50%,2024
2024-11-08,ASPC,A SPAC III Acquisition Corp.,$10.00,$10.85,9.10%,2024
2024-11-08,WLAC,Willow Lane Acquisition Corp.,$10.00,$10.85,8.50%,2024
2024-11-07,GSRT,GSR III Acquisition Corp.,$10.00,$15.52,55.20%,2024
2024-11-01,BACQ,Inflection Point Acquisition Corp. IV,$10.00,$8.34,-16.60%,2024
2024-11-01,NTWO,Newbury Street II Acquisition Corp,$10.00,$10.55,5.50%,2024
2024-10-29,GELS,Gelteq Limited,$4.00,$0.78,-80.50%,2024
2024-10-29,PLRZ,Polyrizon Ltd.,$4.38,$14.30,226.48%,2024
2024-10-25,SEPN,"Septerna, Inc.",$18.00,$25.14,39.67%,2024
2024-10-25,WRD,WeRide Inc.,$15.50,$6.65,-57.10%,2024
2024-10-24,BEAG,Bold Eagle Acquisition Corp.,$10.00,$10.56,5.55%,2024
2024-10-24,CHAR,Charlton Aria Acquisition Corporation,$10.00,$10.58,5.80%,2024
2024-10-24,INGM,Ingram Micro Holding Corporation,$22.00,$21.46,-2.46%,2024
2024-10-24,OACC,Oaktree Acquisition Corp. III Life Sciences,$10.00,$10.63,6.30%,2024
2024-10-23,FGL,Founder Group Limited,$4.00,$4.80,20.00%,2024
2024-10-23,LBGJ,Li Bang International Corporation Inc.,$4.00,$0.10,-97.48%,2024
2024-10-23,ROLR,"High Roller Technologies, Inc.",$8.00,$3.81,-52.38%,2024
2024-10-23,SAG,SAG Holdings Limited,$8.00,$1.01,-87.38%,2024
2024-10-22,ALDF,Aldel Financial II Inc.,$10.00,$10.57,5.72%,2024
2024-10-22,HUHU,HUHUTECH International Group Inc.,$4.00,$6.23,55.75%,2024
2024-10-17,ORIS,Oriental Rise Holdings Limited,$4.00,$0.66,-84.25%,2024
2024-10-17,SPHL,Springview Holdings Ltd,$4.00,$3.03,-20.75%,2024
2024-10-16,PTLE,PTL Limited,$4.00,$7.61,90.25%,2024
2024-10-15,SFHG,Samfine Creation Holdings Group Limited,$4.00,$2.55,-36.25%,2024
2024-10-11,CAMP,Camp4 Therapeutics Corporation,$11.00,$5.41,-50.82%,2024
2024-10-11,CBLL,"CeriBell, Inc.",$17.00,$18.49,8.77%,2024
2024-10-11,CCIR,Cohen Circle Acquisition Corp. I,$10.00,$12.70,27.00%,2024
2024-10-11,RDAC,Rising Dragon Acquisition Corp.,$10.00,$5.00,-50.00%,2024
2024-10-11,STFS,Star Fashion Culture Holdings Limited,-,$4.07,-,2024
2024-10-11,UPB,"Upstream Bio, Inc.",$17.00,$9.23,-45.71%,2024
2024-10-09,CLIK,Click Holdings Limited,$4.00,$3.12,-22.09%,2024
2024-10-09,KLC,"KinderCare Learning Companies, Inc.",$24.00,$1.95,-91.88%,2024
2024-10-08,LPBB,Launch Two Acquisition Corp.,$10.00,$10.58,5.80%,2024
2024-10-08,SKK,SKK Holdings Limited,$4.00,$0.27,-93.36%,2024
2024-10-04,CBNA,"Chain Bridge Bancorp, Inc.",$22.00,$35.19,59.96%,2024
2024-10-04,FLX,BingEx Limited,$16.50,$2.26,-86.30%,2024
2024-10-02,FVR,"FrontView REIT, Inc.",$19.00,$16.02,-15.68%,2024
2024-10-02,SARO,"StandardAero, Inc.",$24.00,$26.06,8.58%,2024
2024-10-02,WCT,Wellchange Holdings Company Limited,$4.00,$3.91,-2.25%,2024
2024-10-01,HTLM,HomesToLife Ltd.,$4.00,$1.99,-50.25%,2024
2024-09-30,ZJK,"ZJK Industrial Co., Ltd.",$5.00,$1.94,-61.20%,2024
2024-09-26,BIOA,"BioAge Labs, Inc.",$18.00,$18.72,4.00%,2024
2024-09-26,BKV,BKV Corporation,$18.00,$28.75,59.72%,2024
2024-09-26,GRDN,"Guardian Pharmacy Services, Inc.",$14.00,$32.59,132.79%,2024
2024-09-26,IBG,Innovation Beverage Group Limited,$4.00,$1.10,-69.75%,2024
2024-09-26,LGCY,Legacy Education Inc.,$4.00,$13.62,240.50%,2024
2024-09-25,PC,Premium Catering (Holdings) Limited,$4.75,$9.40,97.90%,2024
2024-09-20,CAPN,Cayson Acquisition Corp,$10.00,$10.79,8.10%,2024
2024-09-20,GLE,Global Engine Group Holding Limited,$4.00,$0.39,-90.24%,2024
2024-09-18,YHNA,YHN Acquisition I Limited,$10.00,$10.78,7.80%,2024
2024-09-16,IBO,Impact BioMedical Inc.,$3.00,$0.46,-84.74%,2024
2024-09-16,KAPA,"Kairos Pharma, Ltd.",$4.00,$0.60,-84.96%,2024
2024-09-13,BCAX,Bicara Therapeutics Inc.,$18.00,$19.19,6.61%,2024
2024-09-13,MBX,"MBX Biosciences, Inc.",$16.00,$28.00,75.00%,2024
2024-09-13,ZBIO,"Zenas BioPharma, Inc.",$17.00,$24.00,41.18%,2024
2024-09-12,FVN,Future Vision II Acquisition Corp.,$10.00,$10.71,7.10%,2024
2024-09-12,GLXG,Galaxy Payroll Group Limited,$4.00,$2.02,-49.50%,2024
2024-09-10,TDTH,Trident Digital Tech Holdings Ltd,$5.00,$0.22,-95.69%,2024
2024-09-10,XCH,XCHG Limited,$6.20,$1.35,-78.23%,2024
2024-09-06,POLE,Andretti Acquisition Corp. II,$10.00,$10.62,6.20%,2024
2024-09-06,VCIC,Vine Hill Capital Investment Corp.,$10.00,$10.65,6.40%,2024
2024-09-05,ITOC,iTonic Holdings Ltd.,-,$0.32,-,2024
2024-09-05,PMAX,Powell Max Limited,$4.00,$0.59,-85.20%,2024
2024-08-29,GIG,GigCapital7 Corp.,$10.00,$10.63,6.30%,2024
2024-08-28,AZI,Autozi Internet Technology (Global) Ltd.,$4.00,$0.55,-86.21%,2024
2024-08-28,BSII,Black Spade Acquisition II Co,$10.00,$9.99,-0.10%,2024
2024-08-28,SPAI,Safe Pro Group Inc.,$5.00,$4.82,-3.60%,2024
2024-08-27,JBDI,JBDI Holdings Limited,$5.00,$0.71,-85.86%,2024
2024-08-23,RITR,Reitar Logtech Holdings Limited,$4.00,$0.60,-85.25%,2024
2024-08-23,WOK,WORK Medical Technology Group LTD,$4.00,$1.11,-72.25%,2024
2024-08-16,HOND,HCM II Acquisition Corp.,$10.00,$18.04,80.40%,2024
2024-08-16,SBXD,SilverBox Corp IV,$10.00,$10.67,6.70%,2024
2024-08-16,YXT,YXT.COM Group Holding Limited,$11.00,$0.54,-95.11%,2024
2024-08-13,ACTU,"Actuate Therapeutics, Inc.",$8.00,$2.56,-68.00%,2024
2024-08-13,CEP,"Cantor Equity Partners, Inc.",$10.00,$14.27,1.00%,2024
2024-08-09,VACH,Voyager Acquisition Corp.,$10.00,$10.74,7.40%,2024
2024-08-07,EQV,EQV Ventures Acquisition Corp.,$10.00,$10.46,4.55%,2024
2024-08-01,AAM,AA Mission Acquisition Corp.,$10.00,$10.66,6.60%,2024
2024-08-01,MBAV,M3-Brigade Acquisition V Corp.,$10.00,$10.75,7.50%,2024
2024-08-01,OSTX,OS Therapies Incorporated,$4.00,$1.55,-61.25%,2024
2024-07-26,NIPG,NIP Group Inc.,$9.00,$0.84,-90.67%,2024
2024-07-25,CON,"Concentra Group Holdings Parent, Inc.",$23.50,$22.37,-4.81%,2024
2024-07-25,DTSQ,DT Cloud Star Acquisition Corporation,$10.00,$11.08,10.80%,2024
2024-07-25,LINE,"Lineage, Inc.",$78.00,$36.43,-53.30%,2024
2024-07-25,ORKT,Orangekloud Technology Inc.,$4.75,$1.04,-78.11%,2024
2024-07-24,BLMZ,BloomZ Inc.,$4.30,$0.13,-97.02%,2024
2024-07-24,OS,"OneStream, Inc.",$20.00,$23.57,17.85%,2024
2024-07-23,ZDAI,"DirectBooking Technology Co., Ltd.",-,$4.00,-,2024
2024-07-19,ARTV,"Artiva Biotherapeutics, Inc.",$12.00,$6.18,-48.50%,2024
2024-07-19,QMMM,QMMM Holdings Limited,$4.00,$119.40,"2,885.00%",2024
2024-07-18,ARDT,"Ardent Health, Inc.",$16.00,$9.39,-41.31%,2024
2024-07-18,TWFG,"TWFG, Inc.",$17.00,$19.80,16.47%,2024
2024-07-12,ICON,Icon Energy Corp.,$4.00,$1.16,-71.00%,2024
2024-07-12,LPAA,Launch One Acquisition Corp.,$10.00,$10.70,7.00%,2024
2024-07-10,SIMA,SIM Acquisition Corp. I,$10.00,$10.73,7.30%,2024
2024-07-02,EHGO,Eshallgo Inc.,$4.00,$0.19,-95.18%,2024
2024-07-02,EURK,Eureka Acquisition Corp,$10.00,$11.26,12.60%,2024
2024-06-28,ALMS,Alumis Inc.,$16.00,$24.81,55.06%,2024
2024-06-28,LB,LandBridge Company LLC,$17.00,$74.79,339.94%,2024
2024-06-28,LSH,Lakeside Holding Limited,$4.50,$0.81,-82.03%,2024
2024-06-27,TBN,Tamboran Resources Corporation,$24.00,$28.68,19.50%,2024
2024-06-27,WBTN,WEBTOON Entertainment Inc.,$21.00,$9.21,-56.14%,2024
2024-06-26,GRAF,Graf Global Corp.,$10.00,$10.68,6.80%,2024
2024-06-21,RECT,Rectitude Holdings Ltd,$4.00,$1.31,-67.25%,2024
2024-06-18,CUB,Lionheart Holdings,$10.00,$10.73,7.30%,2024
2024-06-18,FSHP,Flag Ship Acquisition Corporation,$10.00,$10.91,9.10%,2024
2024-06-18,MACI,Melar Acquisition Corp. I,$10.00,$10.74,7.40%,2024
2024-06-14,TEM,"Tempus AI, Inc.",$37.00,$49.98,35.08%,2024
2024-06-12,PCSC,Perceptive Capital Solutions Corp,$10.00,$11.11,10.30%,2024
2024-06-11,ALF,Centurion Acquisition Corp.,$10.00,$10.77,7.70%,2024
2024-06-07,CHEB,Chenghe Acquisition II Co.,$10.00,$10.55,5.50%,2024
2024-06-07,RAPP,"Rapport Therapeutics, Inc.",$17.00,$27.84,63.77%,2024
2024-06-07,WAY,Waystar Holding Corp.,$21.50,$24.16,12.37%,2024
2024-06-06,FLYE,"Fly-E Group, Inc.",$4.00,$1.94,-51.50%,2024
2024-06-06,GAUZ,Gauzy Ltd.,$17.00,$0.50,-97.06%,2024
2024-05-31,NAKA,Nakamoto Inc.,-,$0.26,-,2024
2024-05-23,BOW,Bowhead Specialty Holdings Inc.,$17.00,$22.60,32.94%,2024
2024-05-17,HDL,Super Hi International Holding Ltd.,$19.56,$16.00,-18.20%,2024
2024-05-17,RFAI,RF Acquisition Corp II,$10.00,$10.89,8.90%,2024
2024-05-15,JDZG,JIADE Limited,$4.00,$0.11,-97.33%,2024
2024-05-15,RAY,Raytech Holding Limited,$4.00,$4.00,-,2024
2024-05-14,BTOC,Armlogi Holding Corp.,$5.00,$0.26,-94.84%,2024
2024-05-10,ZK,ZEEKR Intelligent Technology Holding Limited,$21.00,$26.74,27.33%,2024
2024-05-09,GPAT,GP-Act III Acquisition Corp.,$10.00,$10.79,7.85%,2024
2024-05-09,PAL,"Proficient Auto Logistics, Inc.",$15.00,$6.11,-59.27%,2024
2024-05-09,SVCO,"Silvaco Group, Inc.",$19.00,$5.03,-73.53%,2024
2024-05-08,NNE,NANO Nuclear Energy Inc.,$4.00,$22.82,470.50%,2024
2024-05-02,CCIX,Churchill Capital Corp IX,$10.00,$10.64,6.40%,2024
2024-05-01,VIK,Viking Holdings Ltd,$24.00,$68.32,184.67%,2024
2024-04-26,ZONE,"CleanCore Solutions, Inc.",$4.00,$0.34,-91.45%,2024
2024-04-25,LOAR,Loar Holdings Inc.,$28.00,$64.67,130.96%,2024
2024-04-25,MRX,Marex Group plc,$19.00,$35.00,84.21%,2024
2024-04-25,RBRK,"Rubrik, Inc.",$32.00,$53.43,66.97%,2024
2024-04-23,NCI,Neo-Concept International Group Holdings Limited,$4.00,$8.01,100.25%,2024
2024-04-22,MFI,mF International Limited,$5.00,$12.00,132.50%,2024
2024-04-22,YYGH,YY Group Holding Limited,$4.00,$0.05,-98.75%,2024
2024-04-19,TRSG,Tungray Technologies Inc.,$4.00,$1.11,-72.15%,2024
2024-04-18,CDTG,CDT Environmental Technology Investment Holdings Limited,$4.00,$0.40,-90.35%,2024
2024-04-18,CTRI,"Centuri Holdings, Inc.",$21.00,$29.30,39.52%,2024
2024-04-18,IBTA,"Ibotta, Inc.",$88.00,$23.42,-73.39%,2024
2024-04-18,MTEN,Mingteng International Corporation Inc.,$4.00,$1.57,-60.75%,2024
2024-04-17,JUNE,Junee Limited,$4.00,$11.80,187.50%,2024
2024-04-17,SUPX,SuperX AI Technology Limited,-,$9.51,-,2024
2024-04-16,TWG,Top Wealth Group Holding Limited,$4.00,$3.76,-6.00%,2024
2024-04-12,ULS,UL Solutions Inc.,$28.00,$83.22,197.21%,2024
2024-04-11,PACS,"PACS Group, Inc.",$21.00,$34.84,65.91%,2024
2024-04-10,MNDR,Mobile-health Network Solutions,$4.00,$0.86,-78.42%,2024
2024-04-05,CTNM,"Contineum Therapeutics, Inc.",$16.00,$13.01,-18.69%,2024
2024-04-02,MAMO,Massimo Group,$4.50,$1.10,-75.56%,2024
2024-04-02,ZBAO,Zhibao Technology Inc.,$4.00,$0.87,-78.21%,2024
2024-03-28,BOLD,"Boundless Bio, Inc.",$16.00,$1.12,-93.03%,2024
2024-03-28,MMA,Mixed Martial Arts Group Limited,$5.00,$0.41,-91.82%,2024
2024-03-28,UBXG,U-BX Technology Ltd.,$5.00,$1.71,-65.80%,2024
2024-03-26,IBAC,IB Acquisition Corp.,$10.00,$10.72,7.20%,2024
2024-03-22,AUNA,Auna S.A.,$12.00,$5.09,-57.58%,2024
2024-03-21,BKHA,Black Hawk Acquisition Corporation,$10.00,$11.58,15.80%,2024
2024-03-21,LOBO,Lobo Technologies Ltd.,$4.00,$0.53,-86.75%,2024
2024-03-21,RDDT,"Reddit, Inc.",$34.00,$132.36,289.29%,2024
2024-03-20,ALAB,"Astera Labs, Inc.",$36.00,$120.31,234.19%,2024
2024-03-20,INTJ,Intelligent Group Limited,$4.00,$7.27,81.75%,2024
2024-03-06,RYDE,Ryde Group Ltd,$4.00,$0.69,-82.74%,2024
2024-03-05,LGCL,Lucas GC Limited,$4.00,$1.59,-60.20%,2024
2024-02-27,SMXT,"SolarMax Technology, Inc.",$4.00,$0.70,-82.47%,2024
2024-02-22,VHAI,Vocodia Holdings Corp,$4.25,$0.02,-99.57%,2024
2024-02-21,DYCQ,DT Cloud Acquisition Corporation,$10.00,$11.18,11.80%,2024
2024-02-16,CHRO,Pelthos Therapeutics Inc.,$6.00,$13.50,125.00%,2024
2024-02-14,UMAC,"Unusual Machines, Inc.",$4.00,$20.40,410.00%,2024
2024-02-09,HLXB,Helix Acquisition Corp. II,$10.00,$9.90,-1.00%,2024
2024-02-09,MGX,"Metagenomi Therapeutics, Inc.",$15.00,$1.46,-90.27%,2024
2024-02-09,TBBB,BBB Foods Inc.,$17.50,$33.08,89.03%,2024
2024-02-09,TELO,"Telomir Pharmaceuticals, Inc.",$7.00,$1.32,-81.14%,2024
2024-02-08,KYTX,"Kyverna Therapeutics, Inc.",$22.00,$8.95,-59.32%,2024
2024-02-08,PMNT,Perfect Moment Ltd.,$6.00,$0.24,-96.07%,2024
2024-02-07,AHR,"American Healthcare REIT, Inc.",$12.00,$52.16,334.67%,2024
2024-02-06,LEGT,Legato Merger Corp. III,$10.00,$10.94,9.40%,2024
2024-02-02,ANRO,"Alto Neuroscience, Inc.",$16.00,$22.26,39.13%,2024
2024-02-02,GUTS,"Fractyl Health, Inc.",$15.00,$0.47,-96.90%,2024
2024-02-01,AS,"Amer Sports, Inc.",$13.00,$32.34,148.77%,2024
2024-01-31,FBLG,"FibroBiologics, Inc.",$30.00,$0.31,-98.96%,2024
2024-01-26,AVBP,"ArriVent BioPharma, Inc.",$18.00,$23.90,32.78%,2024
2024-01-26,BTSG,"BrightSpring Health Services, Inc.",$13.00,$38.31,194.69%,2024
2024-01-26,HAO,Haoxi Health Technology Limited,$4.00,$1.14,-71.63%,2024
2024-01-25,CGON,"CG Oncology, Inc.",$19.00,$64.29,238.37%,2024
2024-01-25,YIBO,Planet Image International Limited,$4.00,$1.00,-75.00%,2024
2024-01-24,JL,J-Long Group Limited,$5.00,$5.02,0.40%,2024
2024-01-24,SUGP,SU Group Holdings Limited,$4.00,$5.06,26.75%,2024
2024-01-19,JVSA,JVSPAC Acquisition Corp.,$10.00,$3.64,-59.50%,2024
2024-01-19,KSPI,Joint Stock Company Kaspi.kz,$92.00,$68.84,-25.17%,2024
2024-01-18,CCTG,CCSC Technology International Holdings Limited,$6.00,$0.47,-91.75%,2024
2024-01-18,PSBD,Palmer Square Capital BDC Inc.,$16.45,$10.25,-37.69%,2024
2024-01-12,SYNX,Silynxcom Ltd.,$4.00,$1.07,-73.25%,2024
2024-01-11,SDHC,Smith Douglas Homes Corp.,$21.00,$12.62,-39.91%,2024
2024-01-09,ROMA,Roma Green Finance Limited,$4.00,$5.40,35.00%,2024
