IPO Date,Symbol,Company Name,IPO Price,Current,Return,year
2019-12-30,MKDTY,Molecular Data Inc.,$5.38,-,-100.00%,2019
2019-12-19,INDO,Indonesia Energy Corporation Limited,$11.00,$4.59,-58.82%,2019
2019-12-19,MNPR,Monopar Therapeutics Inc.,$8.00,$60.36,654.50%,2019
2019-12-13,CIIC,CIIG Merger,$10.00,$21.60,116.00%,2019
2019-12-13,HCCO,Healthcare Merger Corp,$10.00,$8.97,-10.30%,2019
2019-12-13,OCFT,OneConnect Financial Technology Co. Ltd.,$10.00,$7.89,-21.10%,2019
2019-12-13,SPT,"Sprout Social, Inc.",$17.00,$5.86,-65.53%,2019
2019-12-12,BILL,"BILL Holdings, Inc.",$22.00,$39.79,80.86%,2019
2019-12-12,EH,EHang Holdings Limited,$12.50,$11.85,-5.20%,2019
2019-12-11,LIVK,LIV Capital Acquisition Corp.,$10.00,$10.30,3.00%,2019
2019-12-11,XP,XP Inc.,$27.00,$18.20,-32.59%,2019
2019-12-05,LMPX,"LMP Automotive Holdings, Inc.",$5.00,$0.35,-93.00%,2019
2019-11-26,ALUS,Alussa Energy Acquisition Corp.,$10.00,$9.50,-5.00%,2019
2019-11-22,CHPM,CHP Merger Corp.,$10.00,$10.18,1.80%,2019
2019-11-22,PINE,"Alpine Income Property Trust, Inc.",$19.00,$18.44,-2.95%,2019
2019-11-22,PTAC,PropTech Acquisition Corp.,$10.00,$14.81,48.10%,2019
2019-11-21,CAN,Canaan Inc.,$9.00,$0.48,-94.62%,2019
2019-11-21,GRNV,Greenvision Acquisition Corp.,$10.00,$8.14,-18.60%,2019
2019-11-21,SITM,SiTime Corporation,$13.00,$326.13,"2,408.69%",2019
2019-11-20,AMHC,Amplitude Healthcare Acquisition Corp.,$10.00,$15.12,51.20%,2019
2019-11-20,SAQN,Software Acquisition Group,$10.00,$10.10,1.00%,2019
2019-11-13,YAYO,"EVmo, Inc.",$4.00,-,-100.00%,2019
2019-11-11,ETNB,"89bio, Inc.",$16.00,$14.84,-7.25%,2019
2019-11-08,CNSP,"CNS Pharmaceuticals, Inc.",$4.00,$2.44,-39.00%,2019
2019-11-08,JIH,"Juniper Industrial Holdings, Inc.",$10.00,$13.19,31.90%,2019
2019-11-08,KRKR,36Kr Holdings Inc.,$14.50,$3.23,-77.72%,2019
2019-11-08,MOHOY,ECMOHO Limited,$10.00,-,-,2019
2019-11-08,SRAC,Stable Road Acquisition Corp.,$10.00,$10.97,9.70%,2019
2019-11-08,TELA,"TELA Bio, Inc.",$13.00,$0.74,-94.31%,2019
2019-11-07,CNTG,Centogene N.V.,$14.00,-,-,2019
2019-11-07,DFNS,LGL Systems Acquisition,$10.00,$13.84,38.40%,2019
2019-11-07,GRTX,"Galera Therapeutics, Inc.",$12.00,$0.07,-99.44%,2019
2019-11-07,SICP,Silvergate Capital Corporation,$12.00,$1.19,-90.08%,2019
2019-11-05,MCMJ,Merida Merger Corp. I,$10.00,$6.53,-34.70%,2019
2019-11-05,XHG,XChange TEC.INC,-,$0.82,-,2019
2019-11-01,DUO,Fangdd Network Group Ltd.,$13.00,$1.13,-91.31%,2019
2019-11-01,FSRV,Finserv Acquisition Corp,$10.00,$14.52,45.20%,2019
2019-11-01,SFTW,Osprey Technology Acquisition Corp.,$10.00,$11.41,14.10%,2019
2019-10-31,OYST,"Oyster Point Pharma, Inc.",$16.00,$11.17,-30.19%,2019
2019-10-31,RAPT,"Rapt Therapeutics, Inc.",$12.00,$58.02,383.42%,2019
2019-10-25,CABA,"Cabaletta Bio, Inc.",$11.00,$3.06,-72.18%,2019
2019-10-25,DAO,"Youdao, Inc.",$17.00,$10.02,-41.06%,2019
2019-10-25,PAIYY,Aesthetic Medical International Holdings Group Ltd.,-,$0.20,-,2019
2019-10-25,PAVS,Paranovus Entertainment Technology Ltd.,$5.50,$1.62,-68.00%,2019
2019-10-25,PGNY,"Progyny, Inc.",$13.00,$17.50,34.62%,2019
2019-10-25,PHAT,"Phathom Pharmaceuticals, Inc.",$19.00,$10.37,-45.42%,2019
2019-10-25,TFFP,TFF Group,$5.00,$0.07,-98.70%,2019
2019-10-24,BWIN,"The Baldwin Insurance Group, Inc.",-,$21.06,-,2019
2019-10-18,GLEO,Galileo Acquisition Corp.,$10.00,$8.54,-14.60%,2019
2019-10-18,LATN,Union Acquisition Corp. II,$10.00,$9.86,-1.40%,2019
2019-10-17,BRBR,"BellRing Brands, Inc.",$14.00,$16.83,20.21%,2019
2019-10-17,IPHA,Innate Pharma S.A.,$5.50,$1.50,-72.73%,2019
2019-10-11,HBT,"HBT Financial, Inc.",$16.00,$26.17,63.56%,2019
2019-10-11,VIR,"Vir Biotechnology, Inc.",$20.00,$9.26,-53.70%,2019
2019-10-10,BNTX,BioNTech SE,$15.00,$91.19,507.93%,2019
2019-10-03,APRE,"Aprea Therapeutics, Inc.",$15.00,$0.74,-95.09%,2019
2019-10-03,KRRO,"Korro Bio, Inc.",$14.00,$12.80,-8.57%,2019
2019-10-03,MCBS,"MetroCity Bankshares, Inc.",$13.50,$28.32,109.78%,2019
2019-10-03,VIE,Viela Bio,$19.00,$53.01,179.00%,2019
2019-09-26,OPRT,Oportun Financial Corporation,$15.00,$4.26,-71.60%,2019
2019-09-26,PTON,"Peloton Interactive, Inc.",$29.00,$3.71,-87.21%,2019
2019-09-19,DDOG,"Datadog, Inc.",$27.00,$124.52,361.19%,2019
2019-09-19,PING,Ping Identity Holding Corp.,$15.00,$28.50,90.00%,2019
2019-09-19,XGN,Exagen Inc.,$14.00,$3.05,-78.21%,2019
2019-09-18,IGMS,"IGM Biosciences, Inc.",$16.00,$1.27,-92.06%,2019
2019-09-18,NVST,Envista Holdings Corporation,$22.00,$24.61,11.86%,2019
2019-09-17,APXT,Apex Technology Acquisition Corp.,$10.00,$12.11,21.10%,2019
2019-09-13,ALRS,Alerus Financial Corporation,$21.00,$23.56,12.19%,2019
2019-09-13,EXPC,Experience Investment Corp.,$10.00,$8.70,-13.00%,2019
2019-09-13,NET,"Cloudflare, Inc.",$15.00,$212.45,"1,316.33%",2019
2019-09-13,STSA,"Satsuma Pharmaceuticals, Inc.",$15.00,$1.10,-92.67%,2019
2019-09-13,SWTX,"Springworks Therapeutics, Inc.",$18.00,$46.99,161.06%,2019
2019-09-12,SDCCQ,"SmileDirectClub, Inc.",-,-,-,2019
2019-09-12,TXG,"10x Genomics, Inc.",$39.00,$18.79,-51.82%,2019
2019-09-11,SONG,Akazoo S.A.,-,-,-,2019
2019-09-09,NPA,New Providence Acquisition Corp.,$10.00,$11.60,16.00%,2019
2019-08-15,CFB,"CrossFirst Bankshares, Inc.",$14.50,$15.99,10.28%,2019
2019-08-15,JFU,9F Inc.,$9.50,$4.01,-57.80%,2019
2019-08-14,BTOG,Bit Origin Ltd,$5.00,$2.55,-48.96%,2019
2019-08-09,THBR,Thunder Bridge Acquisition II Ltd.,$10.00,$10.87,8.70%,2019
2019-08-08,INMD,InMode Ltd.,$14.00,$13.54,-3.29%,2019
2019-08-08,SSPK,Silver Spike Acquisition Corp.,$10.00,$18.84,88.40%,2019
2019-08-05,AMTD,AMTD IDEA Group,$8.38,$1.06,-87.35%,2019
2019-08-02,ORSN,Orisun Acquisition,$10.00,$8.17,-18.30%,2019
2019-08-01,DT,"Dynatrace, Inc.",$16.00,$38.39,139.94%,2019
2019-08-01,KRUS,"Kura Sushi USA, Inc.",$14.00,$57.59,311.36%,2019
2019-08-01,SNDL,SNDL Inc.,$13.00,$1.51,-88.39%,2019
2019-07-31,BORR,Borr Drilling Limited,$9.30,$5.06,-45.59%,2019
2019-07-31,NFIN,Netfin Acquisition,$10.00,$11.40,14.00%,2019
2019-07-26,BHAT,Blue Hat Interactive Entertainment Technology,$4.00,$0.68,-83.13%,2019
2019-07-26,CCX,Churchill Capital Corp II,$10.00,$10.75,7.50%,2019
2019-07-26,SBE,Switchback Energy Acquisition Corporation,$10.00,$30.83,208.30%,2019
2019-07-26,VIST,"Vista Energy, S.A.B. de C.V.",$9.00,$64.74,619.33%,2019
2019-07-26,WSG,Wanda Sports Group Co. Ltd.,$8.00,$2.50,-68.81%,2019
2019-07-25,CSTL,"Castle Biosciences, Inc.",$16.00,$25.56,59.75%,2019
2019-07-25,FLLC,"Fellazo, Inc.",$10.00,$10.00,-,2019
2019-07-25,HCAT,"Health Catalyst, Inc.",$26.00,$1.32,-94.92%,2019
2019-07-25,LVGO,Livongo Health,$28.00,$139.77,399.18%,2019
2019-07-25,NOVA,"Sunnova Energy International, Inc.",$12.00,$0.22,-98.69%,2019
2019-07-25,PROS,"ProSight Global, Inc.",$14.00,$12.85,-8.21%,2019
2019-07-24,EIC,Eagle Point Income Company Inc.,$19.00,$9.54,-49.79%,2019
2019-07-19,AFYA,Afya Limited,$19.00,$13.76,-27.58%,2019
2019-07-19,IFS,Intercorp Financial Services Inc.,$46.00,$44.78,-2.65%,2019
2019-07-19,MDLA,"Medallia, Inc.",$21.00,$33.99,61.86%,2019
2019-07-18,AMK,"Amkor Technology, Inc.",$22.00,$35.24,60.18%,2019
2019-07-18,CPAA,Conyers Park II Acquisition Corp.,$10.00,$8.86,-11.40%,2019
2019-07-18,FULC,"Fulcrum Therapeutics, Inc.",$16.00,$7.65,-52.19%,2019
2019-07-18,IHRT,"iHeartMedia, Inc.",$17.00,$2.67,-84.29%,2019
2019-07-18,MIRM,"Mirum Pharmaceuticals, Inc.",$15.00,$90.66,504.40%,2019
2019-07-18,OAC,Oaktree Acquisition Corp.,$10.00,$16.38,63.80%,2019
2019-07-18,OBDC,Blue Owl Capital Corporation,$15.30,$10.95,-28.43%,2019
2019-07-18,PHR,"Phreesia, Inc.",$17.00,$10.97,-35.47%,2019
2019-07-17,DOYU,DouYu International Holdings Limited,$11.50,$5.16,-55.13%,2019
2019-07-12,PIC,Pivotal Investment Corporation II,$10.00,$19.54,95.40%,2019
2019-07-12,SCPE,SC Health Corporation,$10.00,$15.84,58.40%,2019
2019-07-12,THCA,Tuscan Holdings Corp. II,$10.00,$10.45,4.50%,2019
2019-07-02,RMBI,"Richmond Mutual Bancorporation, Inc.",$10.00,$13.33,33.30%,2019
2019-06-28,KRTX,"Karuna Therapeutics, Inc.",$16.00,$329.83,"1,961.44%",2019
2019-06-28,REAL,"The RealReal, Inc.",$20.00,$9.56,-52.20%,2019
2019-06-27,ADPT,Adaptive Biotechnologies Corporation,$20.00,$13.17,-34.15%,2019
2019-06-27,BBIO,"BridgeBio Pharma, Inc.",$17.00,$69.41,308.29%,2019
2019-06-27,CHNG,"Change Healthcare, Inc.",$13.00,$27.49,111.46%,2019
2019-06-27,MORF,"Morphic Holding, Inc.",$15.00,$56.99,279.93%,2019
2019-06-26,CMBM,Cambium Networks Corporation,$12.00,$1.25,-89.58%,2019
2019-06-26,LINX,Linx S.A.,$9.40,$7.50,-20.21%,2019
2019-06-20,AKRO,"Akero Therapeutics, Inc.",$16.00,$54.65,241.88%,2019
2019-06-20,BCEL,"Atreca, Inc.",$17.00,$0.09,-99.47%,2019
2019-06-20,GO,Grocery Outlet Holding Corp.,$22.00,$6.40,-70.91%,2019
2019-06-20,PRVL,Prevail Therapeutics Inc.,$17.00,$23.00,35.29%,2019
2019-06-20,PSNL,"Personalis, Inc.",$17.00,$6.72,-60.47%,2019
2019-06-20,SMMC,South Mountain Merger Corp.,$10.00,$16.80,68.00%,2019
2019-06-20,WORK,"Slack Technologies, Inc.",$26.00,$45.20,73.85%,2019
2019-06-19,STOK,"Stoke Therapeutics, Inc.",$18.00,$33.19,84.39%,2019
2019-06-14,CHWY,"Chewy, Inc.",$22.00,$25.47,15.77%,2019
2019-06-13,FVRR,Fiverr International Ltd.,$21.00,$10.46,-50.19%,2019
2019-06-12,CRWD,"CrowdStrike Holdings, Inc.",$34.00,$441.78,"1,199.35%",2019
2019-06-12,MWK,"Mohawk Group Holdings, Inc.",$10.00,$23.70,137.00%,2019
2019-06-07,HYAC,Haymaker Acquisition Corp. II,$10.00,$9.52,-4.80%,2019
2019-06-07,RVLV,"Revolve Group, Inc.",$18.00,$22.92,27.33%,2019
2019-06-06,GIX,"GigCapital2, Inc.",$10.00,$10.47,4.70%,2019
2019-06-06,GOTU,Gaotu Techedu Inc.,$10.50,$2.06,-80.38%,2019
2019-05-23,BCYC,Bicycle Therapeutics plc,$14.00,$4.78,-65.86%,2019
2019-05-23,IDYA,"IDEAYA Biosciences, Inc.",$10.00,$33.09,230.90%,2019
2019-05-23,RTLR,Rattler Midstream LP,$17.50,$15.22,-13.03%,2019
2019-05-21,GXGX,GX Acquisition Corp.,$10.00,$10.20,2.00%,2019
2019-05-17,AVTR,"Avantor, Inc.",$14.00,$7.93,-43.36%,2019
2019-05-17,FSLY,"Fastly, Inc.",$16.00,$24.58,53.63%,2019
2019-05-17,LKNCY,"Luckin Coffee, Inc.",$17.00,$18.95,11.47%,2019
2019-05-15,PSTL,"Postal Realty Trust, Inc.",$17.00,$19.25,13.24%,2019
2019-05-14,AGBA,AGBA Group Holding Limited,$10.00,$1.40,-86.00%,2019
2019-05-14,APLT,"Applied Therapeutics, Inc.",$10.00,$0.10,-98.97%,2019
2019-05-10,JFIN,Jiayin Group Inc.,$10.50,$5.88,-44.00%,2019
2019-05-10,SONM,"DNA X, Inc.",$11.00,$4.50,-59.64%,2019
2019-05-10,UBER,"Uber Technologies, Inc.",$45.00,$73.33,62.96%,2019
2019-05-09,AXLA,"Axcella Health, Inc.",$20.00,$0.40,-98.00%,2019
2019-05-09,HHR,Headhunter Group PLC,$13.50,-,-,2019
2019-05-09,MEC,"Mayville Engineering Company, Inc.",$17.00,$16.67,-1.94%,2019
2019-05-09,NXTC,"NextCure, Inc.",$15.00,$13.03,-13.13%,2019
2019-05-09,QNCX,"Quince Therapeutics, Inc.",$17.00,$0.11,-99.37%,2019
2019-05-09,SPFI,"South Plains Financial, Inc.",$17.50,$40.45,131.14%,2019
2019-05-08,PSN,Parsons Corporation,$27.00,$54.95,103.52%,2019
2019-05-07,LCA,"Landcadia Holdings II, Inc.",$10.00,$25.49,154.90%,2019
2019-05-07,TRVI,"Trevi Therapeutics, Inc.",$10.00,$11.01,10.10%,2019
2019-05-06,TBBA,"TEB Bancorp, Inc.",$10.00,$6.39,-36.10%,2019
2019-05-03,ATIF,ATIF Holdings Limited,$5.00,$0.64,-87.20%,2019
2019-05-03,RRBI,"Red River Bancshares, Inc.",$45.00,$87.05,93.44%,2019
2019-05-03,SCPL,SciPlay Corporation,$16.00,$22.94,43.38%,2019
2019-05-03,YJ,Yunji Inc.,$11.00,$1.81,-83.55%,2019
2019-05-02,BYND,"Beyond Meat, Inc.",$25.00,$0.76,-96.96%,2019
2019-05-02,SY,So-Young International Inc.,$13.80,$3.05,-77.90%,2019
2019-05-02,TMDX,"TransMedics Group, Inc.",$16.00,$123.48,671.75%,2019
2019-04-30,WAFU,Wah Fu Education Group Limited,$5.00,$1.68,-66.40%,2019
2019-04-18,GNLN,"Greenlane Holdings, Inc.",$17.00,$0.82,-95.16%,2019
2019-04-18,HOOK,HOOKIPA Pharma Inc.,$14.00,$0.83,-94.00%,2019
2019-04-18,MNRL,"Brigham Minerals, Inc.",$18.00,$32.50,80.56%,2019
2019-04-18,PINS,"Pinterest, Inc.",$19.00,$18.18,-4.32%,2019
2019-04-18,ZM,"Zoom Communications, Inc.",$36.00,$74.10,105.83%,2019
2019-04-17,BWAY,BrainsWay Ltd.,$11.00,$13.71,24.64%,2019
2019-04-17,PLMR,"Palomar Holdings, Inc.",$15.00,$120.19,701.27%,2019
2019-04-17,TPTX,"Turning Point Therapeutics, Inc.",$18.00,$76.01,322.28%,2019
2019-04-12,JMIA,Jumia Technologies AG,$14.50,$7.22,-50.21%,2019
2019-04-11,PD,"PagerDuty, Inc.",$24.00,$7.07,-70.54%,2019
2019-04-11,TUFN,Tufin Software Technologies Ltd.,$14.00,$12.94,-7.57%,2019
2019-04-05,GHSI,"Guardion Health Sciences, Inc.",$4.00,$3.25,-18.75%,2019
2019-04-04,NGM,"NGM Biopharmaceuticals, Inc.",$16.00,$1.54,-90.38%,2019
2019-04-04,RPLA,Replay Acquisition,$10.00,$9.48,-5.20%,2019
2019-04-04,SILK,"Silk Road Medical, Inc.",$20.00,$27.49,37.45%,2019
2019-04-04,TW,Tradeweb Markets Inc.,$27.00,$124.42,360.82%,2019
2019-04-03,RUHN,Ruhnn Holding Limited,$12.50,$3.40,-72.80%,2019
2019-04-02,XTKG,"X3 Holdings Co., Ltd.",-,$1.15,-,2019
2019-03-29,HPH,Highest Performances Holdings Inc.,-,$6.65,-,2019
2019-03-29,LYFT,"Lyft, Inc.",$72.00,$13.07,-81.85%,2019
2019-03-28,DTIL,"Precision BioSciences, Inc.",$16.00,$5.67,-64.56%,2019
2019-03-28,JFK,8i Enterprises Acquisition,$10.00,$9.00,-10.00%,2019
2019-03-28,WTRE,Watford Holdings Ltd.,$25.26,$34.99,38.52%,2019
2019-03-27,GNFT,Genfit S.A.,$22.00,$4.85,-77.96%,2019
2019-03-21,LEVI,Levi Strauss & Co.,$17.00,$17.91,5.35%,2019
2019-03-20,INSU,Insurance Acquisition,$10.00,$11.66,16.60%,2019
2019-03-20,TIGR,UP Fintech Holding Limited,$8.00,$7.30,-8.75%,2019
2019-03-15,TRNE,Trine Acquisition,$10.00,$24.77,147.70%,2019
2019-03-08,CRSA,Crescent Acquisition Corp.,$10.00,$8.81,-11.90%,2019
2019-03-08,FUTU,Futu Holdings Limited,$12.00,$141.14,"1,076.17%",2019
2019-03-07,SWAV,"Shockwave Medical, Inc.",$17.00,$334.75,"1,869.12%",2019
2019-03-05,THCB,Tuscan Holdings Corp.,$10.00,$10.00,-,2019
2019-03-01,HCAC,Hennessy Capital Acquisition Corp IV,$10.00,$19.49,94.90%,2019
2019-02-28,DPHC,DiamondPeak Holdings,$10.00,$18.21,82.10%,2019
2019-02-28,KLDO,"Kaleido Biosciences, Inc.",$15.00,$0.29,-98.07%,2019
2019-02-28,SHLL,Tortoise Acquisition Corp.,$10.00,$44.91,349.10%,2019
2019-02-26,SLE,"Super League Enterprise, Inc.",$11.00,$4.00,-62.58%,2019
2019-02-22,ACAM,Acamar Partners Acquisition Corp.,$10.00,$12.30,23.00%,2019
2019-02-19,SOLY,"Soliton, Inc.",$5.00,$22.58,351.60%,2019
2019-02-15,AREC,American Resources Corporation,$4.00,$3.11,-22.25%,2019
2019-02-15,HOTH,"Hoth Therapeutics, Inc.",$5.60,$1.03,-81.61%,2019
2019-02-15,MITO,Stealth BioTherapeutics Corp.,$12.00,$0.32,-97.33%,2019
2019-02-14,AVDR,"Avedro, Inc.",$14.00,$22.99,64.21%,2019
2019-02-14,TCRR,TCR2 Therapeutics Inc.,$15.00,$1.48,-89.80%,2019
2019-02-13,BACK,"IMAC Holdings, Inc.",$5.13,$0.20,-96.18%,2019
2019-02-12,ANCN,Anchiano Therapeutics,$11.50,$75.36,555.30%,2019
2019-02-08,GOSS,"Gossamer Bio, Inc.",$16.00,$0.44,-97.27%,2019
2019-02-08,HARP,"Harpoon Therapeutics, Inc.",$14.00,$23.01,64.36%,2019
2019-02-08,RMG,RMG Acquisition Corp.,$10.00,$27.00,170.00%,2019
2019-02-07,ALEC,"Alector, Inc.",$19.00,$2.20,-88.42%,2019
2019-02-07,MNCL,Monocle Acquisition Corporation,$10.00,$12.20,22.00%,2019
2019-02-04,INMB,INmune Bio Inc.,$8.00,$1.31,-83.63%,2019
2019-02-04,IPV,InterPrivate Acquisition,$10.00,$13.04,30.40%,2019
2019-02-01,GMHI,Gores Metropoulos,$10.00,$18.00,80.00%,2019
2019-01-31,NFE,New Fortress Energy Inc.,$14.00,$1.08,-92.29%,2019
2019-01-17,RBKB,"Rhinebeck Bancorp, Inc.",$10.00,$16.01,60.10%,2019
2019-01-09,BCOW,"1895 Bancorp of Wisconsin, Inc.",$10.00,$9.40,-6.00%,2019
2019-01-08,MDJH,MDJM Ltd.,$5.00,$0.16,-96.78%,2019
2019-01-08,MTC,"MMTec, Inc.",$4.00,$5.33,33.25%,2019
2019-01-04,SXTC,"China SXT Pharmaceuticals, Inc.",$4.00,$1.89,-52.75%,2019
2020-12-29,MRM,MEDIROM Healthcare Technologies Inc.,$15.00,$1.26,-91.60%,2020
2020-12-24,VTAQ,Ventoux CCM Acquisition Corp.,$10.00,$5.08,-49.20%,2020
2020-12-23,CFIV,CF Acquisition Corp. IV,$10.00,$10.58,5.80%,2020
2020-12-23,GBS,"GBS, Inc.",$17.00,-,-,2020
2020-12-23,HCAR,Healthcare Services Acquisition Corporation,$10.00,$10.11,1.10%,2020
2020-12-23,IKT,"Inhibikase Therapeutics, Inc.",$10.00,$2.00,-80.00%,2020
2020-12-23,VHAQ,Viveon Health Acquisition Corp.,$10.00,$10.00,-,2020
2020-12-23,VII,"7GC & Co. Holdings, Inc.",$10.00,$10.96,9.60%,2020
2020-12-21,ACKIT,Ackrell SPAC Partners I Co.,$10.00,-,-,2020
2020-12-18,DUNE,Dune Acquisition Corporation,$10.00,$4.05,-59.50%,2020
2020-12-18,GFX,Golden Falcon Acquisition Corp.,$10.00,$10.23,2.30%,2020
2020-12-18,IIII,Insu Acquisition Corp. III,$10.00,$10.08,0.80%,2020
2020-12-18,MASS,908 Devices Inc.,$20.00,$6.07,-69.65%,2020
2020-12-18,MTAC,MedTech Acquisition Corporation,$10.00,$11.34,13.40%,2020
2020-12-18,SVOK,Seven Oaks Acquisition Corp.,$10.00,$9.08,-9.20%,2020
2020-12-17,COOL,Corner Growth Acquisition Corp.,$10.00,-,-,2020
2020-12-17,MDWT,"Midwest Holding, Inc.",$70.00,$26.99,-61.44%,2020
2020-12-17,SCOA,ScION Tech Growth I,$10.00,$10.10,1.00%,2020
2020-12-17,VIRI,"Virios Therapeutics, Inc.",$10.00,$0.16,-98.45%,2020
2020-12-16,BCAB,"BioAtla, Inc.",$18.00,$0.17,-99.08%,2020
2020-12-16,CCV,Churchill Capital Corp V,$10.00,$10.40,3.95%,2020
2020-12-16,LOGC,"ContextLogic, Inc.",$24.00,$6.61,-70.58%,2020
2020-12-16,SCPS,"Scopus Biopharma, Inc.",$5.50,-,-100.00%,2020
2020-12-16,UPST,"Upstart Holdings, Inc.",$20.00,$26.36,31.80%,2020
2020-12-15,ATA,Americas Technology Acquisition Corp.,$10.00,$10.59,5.90%,2020
2020-12-15,BLUW,Blue Water Acquisition Corp.,$10.00,$9.63,-3.70%,2020
2020-12-15,KINZ,"Kins Technology Group, Inc.",$10.00,$4.10,-0.60%,2020
2020-12-15,MRAC,Marquee Raine Acquisition Corp.,$10.00,$10.92,9.20%,2020
2020-12-15,OCG,Oriental Culture Holding LTD,$4.00,$0.75,-81.25%,2020
2020-12-15,WNW,Meiwu Technology Company Limited,$5.00,$1.80,-64.00%,2020
2020-12-11,ABCL,AbCellera Biologics Inc.,$20.00,$3.49,-82.55%,2020
2020-12-11,CBAH,"CBRE Acquisition Holdings, Inc.",$10.00,$10.75,7.50%,2020
2020-12-11,CERT,"Certara, Inc.",$23.00,$6.65,-71.09%,2020
2020-12-11,DWIN,Delwinds Insurance Acquisition Corp.,$10.00,$4.25,-57.50%,2020
2020-12-11,EDTX,EdtechX Holdings Acquisition Corp. II,$10.00,$63.24,532.40%,2020
2020-12-11,FDMT,"4D Molecular Therapeutics, Inc.",$23.00,$8.33,-63.78%,2020
2020-12-11,GHVI,"Gores Holdings VI, Inc.",$10.00,$14.47,44.70%,2020
2020-12-11,GLAQ,Globis Acquisition Corp.,$10.00,$9.47,-5.30%,2020
2020-12-11,MOTV,Motive Capital Corp,$10.00,$10.11,1.10%,2020
2020-12-11,NBTX,Nanobiotix S.A.,$13.50,$33.07,144.96%,2020
2020-12-11,ROCC,Roth CC Acquisition Corp. II,$10.00,$9.49,-5.10%,2020
2020-12-11,SNRH,Senior Connect Acquisition Corp. I,$10.00,$10.04,0.35%,2020
2020-12-11,TVAC,Thayer Ventures Acquisition Corporation,$10.00,$9.55,-4.50%,2020
2020-12-11,VVOS,"Vivos Therapeutics, Inc.",$6.00,$1.24,-79.33%,2020
2020-12-10,ABNB,"Airbnb, Inc.",$68.00,$126.30,85.74%,2020
2020-12-10,CTAQ,Carney Technology Acquisition Corp. II,$10.00,$10.18,1.80%,2020
2020-12-10,HYFM,"Hydrofarm Holdings Group, Inc.",$20.00,$1.19,-94.05%,2020
2020-12-10,PCPC,Periphas Capital Partnering Corporation,$25.00,$25.09,0.36%,2020
2020-12-10,RMGB,RMG Acquisition Corp. II,$10.00,$8.85,-11.50%,2020
2020-12-09,AI,"C3.ai, Inc.",$42.00,$8.91,-78.79%,2020
2020-12-09,ALTU,Altitude Acquisition Corp.,$10.00,$10.12,1.20%,2020
2020-12-09,DASH,"DoorDash, Inc.",$102.00,$161.36,58.20%,2020
2020-12-09,FLAC,Frazier Lifesciences Acquisition Corp.,$10.00,$9.87,-1.30%,2020
2020-12-09,HMCO,HumanCo Acquisition Corp.,$10.00,$10.06,0.60%,2020
2020-12-09,NEBC,Nebula Caravel Acquisition Corp.,$10.00,$10.99,9.90%,2020
2020-12-09,PUBM,"PubMatic, Inc.",$20.00,$8.03,-59.85%,2020
2020-12-08,CND,Concord Acquisition Corp,$10.00,$10.16,1.60%,2020
2020-12-08,DDMX,DD3 Acquisition Corp. II,$10.00,$9.42,-5.80%,2020
2020-12-08,MUDS,Mudrick Capital Acquisition Corp. II,$10.00,$10.16,1.60%,2020
2020-12-08,RAAC,Revolution Acceleration Acquisition Corp.,$10.00,$9.30,-7.00%,2020
2020-12-04,FTCV,FinTech Acquisition Corp. V,$10.00,$10.06,0.60%,2020
2020-12-04,PTIC,Proptech Investment Corporation II,$10.00,$6.48,-35.20%,2020
2020-12-04,SBTX,"Silverback Therapeutics, Inc.",$21.00,$5.87,-72.05%,2020
2020-12-04,SEER,"Seer, Inc.",$19.00,$1.82,-90.42%,2020
2020-12-04,SGTX,"Sigilon Therapeutics, Inc.",$18.00,$22.47,24.83%,2020
2020-12-04,YQ,17 Education & Technology Group Inc.,$10.50,$2.76,-73.71%,2020
2020-12-03,DCBO,Docebo Inc.,$52.21,$19.01,-63.59%,2020
2020-12-03,FPAC,Far Peak Acquisition Corporation,$10.00,$10.21,2.10%,2020
2020-12-03,HTPA,Highland Transcend Partners I Corp.,$10.00,$10.05,0.50%,2020
2020-12-03,KNTE,"Kinnate Biopharma, Inc.",$20.00,$2.65,-86.75%,2020
2020-12-03,LOKB,Live Oak Acquisition Corp II,$10.00,$13.38,33.80%,2020
2020-12-03,SPFR,Jaws Spitfire Acquisition Corporation,$10.00,$8.44,-15.60%,2020
2020-12-02,CAP,Capitol Investment Corp. V,$10.00,$7.95,-20.50%,2020
2020-12-02,RSVA,Rodgers Silicon Valley Acquisition Corp,$10.00,$20.36,103.60%,2020
2020-12-02,TACA,Trepont Acquisition Corp. I,$10.00,$10.10,1.00%,2020
2020-11-30,SGAM,Seaport Global Acquisition Corp.,$10.00,$9.62,-3.80%,2020
2020-11-25,FRX,Forest Road Acquisition Corp.,$10.00,$12.00,20.00%,2020
2020-11-25,SPRQ,Spartan Acquisition Corp. II,$10.00,$9.46,-5.40%,2020
2020-11-24,GNPK,Genesis Park Acquisition Corp.,$10.00,$10.50,5.00%,2020
2020-11-24,HFEN,"HF Enterprises, Inc.",$7.00,$6.15,-12.14%,2020
2020-11-24,OZON,Ozon Holdings PLC,$30.00,-,-,2020
2020-11-24,SV,Spring Valley Acquisition Corp.,$10.00,$10.00,-,2020
2020-11-24,TINV,Tiga Acquisition Corp.,$10.00,$36.50,265.00%,2020
2020-11-24,VCVC,10X Capital Venture Acquisition Corp,$10.00,$9.85,-1.50%,2020
2020-11-24,VMAR,Vision Marine Technologies Inc.,$10.00,$2.39,-76.10%,2020
